"id","province","district","urban_rural","age_group","gender","education_level","employed","health_insurance","income","stratum","psu","weight"
4473,"Prov7","Dist19","Rural","25-44","Female","Secondary",0,0,32562,"Prov7_Rural","Prov7_Rural_7",94.777534377427
4474,"Prov5","Dist27","Rural","45-64","Male","Secondary",0,0,42510,"Prov5_Rural","Prov5_Rural_1",110.289452423252
4475,"Prov9","Dist28","Rural","25-44","Female","Secondary",1,0,19597,"Prov9_Rural","Prov9_Rural_3",102.574445888518
4476,"Prov5","Dist28","Rural","0-14","Female","Secondary",0,0,63583,"Prov5_Rural","Prov5_Rural_20",110.289452423252
4477,"Prov2","Dist20","Urban","25-44","Male","Secondary",1,0,38304,"Prov2_Urban","Prov2_Urban_18",131.832986879423
4478,"Prov2","Dist25","Rural","45-64","Female","Primary",0,0,6870,"Prov2_Rural","Prov2_Rural_12",104.857453934119
4479,"Prov3","Dist3","Rural","25-44","Female","Secondary",0,0,19039,"Prov3_Rural","Prov3_Rural_16",112.399215311118
4480,"Prov2","Dist15","Rural","15-24","Female","Tertiary",1,0,69927,"Prov2_Rural","Prov2_Rural_9",104.857453934119
4481,"Prov10","Dist28","Rural","0-14","Female","None",1,1,62841,"Prov10_Rural","Prov10_Rural_10",93.3899526908694
4482,"Prov3","Dist21","Urban","45-64","Female","Tertiary",1,1,62740,"Prov3_Urban","Prov3_Urban_14",95.0637042351494
4483,"Prov1","Dist22","Urban","25-44","Female","Primary",1,1,46377,"Prov1_Urban","Prov1_Urban_14",103.035300315577
4484,"Prov9","Dist23","Urban","25-44","Male","Primary",0,0,31841,"Prov9_Urban","Prov9_Urban_9",80.6751578884808
4485,"Prov10","Dist23","Urban","0-14","Male","Secondary",1,1,75835,"Prov10_Urban","Prov10_Urban_5",95.3933680941479
4486,"Prov10","Dist20","Rural","45-64","Male","None",0,0,16939,"Prov10_Rural","Prov10_Rural_9",93.3899526908694
4487,"Prov8","Dist14","Rural","65+","Female","Primary",1,0,22672,"Prov8_Rural","Prov8_Rural_11",98.3084531593788
4488,"Prov2","Dist28","Rural","15-24","Female","None",1,1,33579,"Prov2_Rural","Prov2_Rural_16",104.857453934119
4489,"Prov6","Dist28","Rural","0-14","Female","None",0,0,49329,"Prov6_Rural","Prov6_Rural_12",115.536655419542
4490,"Prov8","Dist27","Rural","15-24","Female","Secondary",0,0,14516,"Prov8_Rural","Prov8_Rural_8",98.3084531593788
4491,"Prov3","Dist4","Rural","15-24","Female","Primary",0,0,23407,"Prov3_Rural","Prov3_Rural_16",112.399215311118
4492,"Prov2","Dist14","Rural","0-14","Male","Primary",0,0,14565,"Prov2_Rural","Prov2_Rural_2",104.857453934119
4493,"Prov8","Dist10","Urban","0-14","Female","Secondary",0,1,67537,"Prov8_Urban","Prov8_Urban_4",86.7516533136787
4494,"Prov2","Dist1","Urban","45-64","Female","Secondary",1,1,68622,"Prov2_Urban","Prov2_Urban_8",131.832986879423
4495,"Prov1","Dist10","Urban","0-14","Female","Secondary",1,0,28819,"Prov1_Urban","Prov1_Urban_19",103.035300315577
4496,"Prov2","Dist6","Rural","0-14","Female","Primary",0,0,50893,"Prov2_Rural","Prov2_Rural_9",104.857453934119
4497,"Prov6","Dist23","Urban","15-24","Female","Secondary",0,1,49782,"Prov6_Urban","Prov6_Urban_14",106.840376940182
4498,"Prov4","Dist9","Urban","65+","Male","Tertiary",1,1,111456,"Prov4_Urban","Prov4_Urban_3",125.766945545763
4499,"Prov10","Dist11","Urban","25-44","Female","Primary",1,1,89041,"Prov10_Urban","Prov10_Urban_9",95.3933680941479
4500,"Prov6","Dist11","Urban","25-44","Female","Primary",1,0,97895,"Prov6_Urban","Prov6_Urban_18",106.840376940182
4501,"Prov4","Dist18","Rural","15-24","Male","Primary",0,0,24285,"Prov4_Rural","Prov4_Rural_5",95.2025594827289
4502,"Prov8","Dist11","Rural","65+","Female","Tertiary",0,0,110983,"Prov8_Rural","Prov8_Rural_2",98.3084531593788
4503,"Prov10","Dist3","Rural","0-14","Male","Tertiary",0,0,39731,"Prov10_Rural","Prov10_Rural_9",93.3899526908694
4504,"Prov9","Dist27","Rural","15-24","Female","Secondary",0,0,14931,"Prov9_Rural","Prov9_Rural_1",102.574445888518
4505,"Prov8","Dist15","Urban","25-44","Female","None",0,0,13346,"Prov8_Urban","Prov8_Urban_18",86.7516533136787
4506,"Prov10","Dist17","Rural","25-44","Female","Tertiary",0,0,51351,"Prov10_Rural","Prov10_Rural_14",93.3899526908694
4507,"Prov1","Dist15","Urban","15-24","Male","Secondary",0,0,26172,"Prov1_Urban","Prov1_Urban_1",103.035300315577
4508,"Prov9","Dist24","Rural","15-24","Female","Tertiary",0,0,65106,"Prov9_Rural","Prov9_Rural_15",102.574445888518
4509,"Prov4","Dist14","Rural","45-64","Female","Tertiary",0,0,48563,"Prov4_Rural","Prov4_Rural_1",95.2025594827289
4510,"Prov9","Dist27","Rural","25-44","Male","Secondary",0,0,83331,"Prov9_Rural","Prov9_Rural_19",102.574445888518
4511,"Prov2","Dist22","Rural","0-14","Female","None",0,0,55104,"Prov2_Rural","Prov2_Rural_9",104.857453934119
4512,"Prov10","Dist17","Urban","65+","Female","Secondary",0,1,129230,"Prov10_Urban","Prov10_Urban_13",95.3933680941479
4513,"Prov6","Dist4","Urban","45-64","Male","Secondary",0,1,40960,"Prov6_Urban","Prov6_Urban_11",106.840376940182
4514,"Prov2","Dist3","Rural","45-64","Female","Primary",0,0,61628,"Prov2_Rural","Prov2_Rural_16",104.857453934119
4515,"Prov6","Dist9","Urban","65+","Male","Secondary",1,1,33221,"Prov6_Urban","Prov6_Urban_11",106.840376940182
4516,"Prov7","Dist6","Rural","45-64","Male","Primary",0,0,28803,"Prov7_Rural","Prov7_Rural_1",94.777534377427
4517,"Prov2","Dist11","Rural","15-24","Male","Primary",1,0,43623,"Prov2_Rural","Prov2_Rural_13",104.857453934119
4518,"Prov4","Dist23","Rural","65+","Male","Primary",0,0,17658,"Prov4_Rural","Prov4_Rural_15",95.2025594827289
4519,"Prov4","Dist23","Urban","65+","Female","Tertiary",1,1,157503,"Prov4_Urban","Prov4_Urban_14",125.766945545763
4520,"Prov6","Dist15","Urban","0-14","Male","Secondary",0,1,32731,"Prov6_Urban","Prov6_Urban_4",106.840376940182
4521,"Prov6","Dist29","Urban","0-14","Male","Secondary",0,0,37577,"Prov6_Urban","Prov6_Urban_19",106.840376940182
4522,"Prov6","Dist15","Urban","15-24","Female","Secondary",1,1,37525,"Prov6_Urban","Prov6_Urban_10",106.840376940182
4523,"Prov6","Dist14","Urban","65+","Male","Secondary",1,1,20598,"Prov6_Urban","Prov6_Urban_20",106.840376940182
4524,"Prov4","Dist22","Rural","0-14","Male","Primary",0,0,20035,"Prov4_Rural","Prov4_Rural_1",95.2025594827289
4525,"Prov9","Dist15","Rural","45-64","Female","Secondary",1,1,42544,"Prov9_Rural","Prov9_Rural_20",102.574445888518
4526,"Prov4","Dist23","Urban","25-44","Male","Secondary",1,1,60550,"Prov4_Urban","Prov4_Urban_17",125.766945545763
4527,"Prov9","Dist28","Rural","0-14","Female","Tertiary",1,0,45276,"Prov9_Rural","Prov9_Rural_3",102.574445888518
4528,"Prov5","Dist5","Rural","45-64","Male","Primary",0,0,6386,"Prov5_Rural","Prov5_Rural_7",110.289452423252
4529,"Prov7","Dist10","Urban","0-14","Female","None",1,0,62303,"Prov7_Urban","Prov7_Urban_10",77.4277643529747
4530,"Prov9","Dist21","Urban","45-64","Male","Primary",1,0,141633,"Prov9_Urban","Prov9_Urban_10",80.6751578884808
4531,"Prov1","Dist27","Urban","25-44","Female","Primary",0,1,59398,"Prov1_Urban","Prov1_Urban_13",103.035300315577
4532,"Prov9","Dist18","Urban","0-14","Female","None",0,1,15598,"Prov9_Urban","Prov9_Urban_19",80.6751578884808
4533,"Prov4","Dist13","Rural","65+","Female","Secondary",0,0,40635,"Prov4_Rural","Prov4_Rural_3",95.2025594827289
4534,"Prov2","Dist10","Rural","25-44","Male","None",0,0,49157,"Prov2_Rural","Prov2_Rural_19",104.857453934119
4535,"Prov4","Dist9","Rural","0-14","Male","Secondary",0,0,16299,"Prov4_Rural","Prov4_Rural_8",95.2025594827289
4536,"Prov2","Dist11","Rural","45-64","Male","Secondary",0,0,43850,"Prov2_Rural","Prov2_Rural_8",104.857453934119
4537,"Prov4","Dist14","Urban","65+","Female","Primary",0,0,18383,"Prov4_Urban","Prov4_Urban_20",125.766945545763
4538,"Prov10","Dist23","Urban","25-44","Male","Primary",1,1,72864,"Prov10_Urban","Prov10_Urban_14",95.3933680941479
4539,"Prov5","Dist6","Rural","65+","Female","Tertiary",0,0,95096,"Prov5_Rural","Prov5_Rural_2",110.289452423252
4540,"Prov3","Dist18","Urban","0-14","Female","Secondary",0,0,70643,"Prov3_Urban","Prov3_Urban_18",95.0637042351494
4541,"Prov4","Dist7","Rural","15-24","Female","Secondary",1,1,112304,"Prov4_Rural","Prov4_Rural_4",95.2025594827289
4542,"Prov7","Dist11","Urban","15-24","Female","None",0,0,33271,"Prov7_Urban","Prov7_Urban_3",77.4277643529747
4543,"Prov2","Dist22","Urban","15-24","Female","Tertiary",0,1,46370,"Prov2_Urban","Prov2_Urban_14",131.832986879423
4544,"Prov4","Dist3","Rural","45-64","Female","Tertiary",1,1,83104,"Prov4_Rural","Prov4_Rural_16",95.2025594827289
4545,"Prov5","Dist4","Rural","65+","Male","Primary",0,1,25072,"Prov5_Rural","Prov5_Rural_18",110.289452423252
4546,"Prov7","Dist16","Urban","65+","Female","Primary",0,0,41444,"Prov7_Urban","Prov7_Urban_11",77.4277643529747
4547,"Prov3","Dist11","Rural","0-14","Male","Tertiary",0,0,116287,"Prov3_Rural","Prov3_Rural_13",112.399215311118
4548,"Prov4","Dist11","Rural","15-24","Male","Secondary",0,0,39107,"Prov4_Rural","Prov4_Rural_9",95.2025594827289
4549,"Prov10","Dist4","Urban","45-64","Female","None",1,1,42298,"Prov10_Urban","Prov10_Urban_8",95.3933680941479
4550,"Prov3","Dist23","Rural","0-14","Male","Tertiary",1,0,21696,"Prov3_Rural","Prov3_Rural_13",112.399215311118
4551,"Prov8","Dist3","Urban","45-64","Female","Tertiary",1,1,399662,"Prov8_Urban","Prov8_Urban_9",86.7516533136787
4552,"Prov9","Dist13","Rural","15-24","Male","Primary",1,1,61649,"Prov9_Rural","Prov9_Rural_12",102.574445888518
4553,"Prov6","Dist27","Urban","15-24","Male","None",0,0,34509,"Prov6_Urban","Prov6_Urban_9",106.840376940182
4554,"Prov10","Dist24","Rural","15-24","Female","Primary",0,0,42627,"Prov10_Rural","Prov10_Rural_13",93.3899526908694
4555,"Prov2","Dist5","Rural","25-44","Female","Secondary",0,0,98373,"Prov2_Rural","Prov2_Rural_7",104.857453934119
4556,"Prov2","Dist2","Urban","45-64","Female","Tertiary",1,1,78929,"Prov2_Urban","Prov2_Urban_18",131.832986879423
4557,"Prov8","Dist8","Rural","65+","Female","None",0,0,42775,"Prov8_Rural","Prov8_Rural_11",98.3084531593788
4558,"Prov3","Dist10","Urban","65+","Male","Primary",1,0,67056,"Prov3_Urban","Prov3_Urban_6",95.0637042351494
4559,"Prov3","Dist18","Rural","45-64","Female","None",0,0,59465,"Prov3_Rural","Prov3_Rural_10",112.399215311118
4560,"Prov7","Dist17","Rural","25-44","Female","Secondary",0,0,25733,"Prov7_Rural","Prov7_Rural_18",94.777534377427
4561,"Prov3","Dist2","Urban","65+","Female","Primary",1,1,135520,"Prov3_Urban","Prov3_Urban_8",95.0637042351494
4562,"Prov1","Dist5","Rural","45-64","Female","Secondary",1,1,32242,"Prov1_Rural","Prov1_Rural_4",139.103490345743
4563,"Prov2","Dist29","Urban","45-64","Female","None",0,1,16768,"Prov2_Urban","Prov2_Urban_15",131.832986879423
4564,"Prov3","Dist6","Rural","0-14","Male","Primary",0,0,27649,"Prov3_Rural","Prov3_Rural_13",112.399215311118
4565,"Prov9","Dist1","Rural","65+","Female","None",0,0,26765,"Prov9_Rural","Prov9_Rural_16",102.574445888518
4566,"Prov5","Dist7","Rural","25-44","Female","Primary",0,0,8061,"Prov5_Rural","Prov5_Rural_18",110.289452423252
4567,"Prov4","Dist20","Rural","45-64","Male","None",0,0,7799,"Prov4_Rural","Prov4_Rural_3",95.2025594827289
4568,"Prov4","Dist27","Rural","15-24","Female","Secondary",0,0,33930,"Prov4_Rural","Prov4_Rural_18",95.2025594827289
4569,"Prov9","Dist3","Urban","45-64","Female","None",0,0,24929,"Prov9_Urban","Prov9_Urban_15",80.6751578884808
4570,"Prov3","Dist3","Rural","0-14","Male","Primary",1,0,72044,"Prov3_Rural","Prov3_Rural_18",112.399215311118
4571,"Prov6","Dist3","Urban","45-64","Male","None",1,1,98862,"Prov6_Urban","Prov6_Urban_13",106.840376940182
4572,"Prov8","Dist7","Rural","0-14","Female","Primary",0,0,10504,"Prov8_Rural","Prov8_Rural_10",98.3084531593788
4573,"Prov5","Dist19","Rural","45-64","Female","Secondary",0,0,30419,"Prov5_Rural","Prov5_Rural_10",110.289452423252
4574,"Prov7","Dist27","Rural","45-64","Female","Secondary",0,0,33809,"Prov7_Rural","Prov7_Rural_18",94.777534377427
4575,"Prov4","Dist5","Rural","0-14","Female","Primary",0,0,11277,"Prov4_Rural","Prov4_Rural_20",95.2025594827289
4576,"Prov5","Dist5","Urban","15-24","Female","Primary",1,1,40828,"Prov5_Urban","Prov5_Urban_18",114.42922458093
4577,"Prov10","Dist11","Urban","65+","Male","None",1,0,20526,"Prov10_Urban","Prov10_Urban_5",95.3933680941479
4578,"Prov3","Dist18","Rural","15-24","Female","Secondary",1,1,108020,"Prov3_Rural","Prov3_Rural_6",112.399215311118
4579,"Prov9","Dist14","Rural","15-24","Male","Tertiary",0,0,74306,"Prov9_Rural","Prov9_Rural_15",102.574445888518
4580,"Prov8","Dist12","Rural","0-14","Female","Primary",0,0,4882,"Prov8_Rural","Prov8_Rural_12",98.3084531593788
4581,"Prov2","Dist10","Rural","65+","Male","Secondary",0,0,25620,"Prov2_Rural","Prov2_Rural_18",104.857453934119
4582,"Prov10","Dist1","Rural","25-44","Female","Tertiary",1,0,111096,"Prov10_Rural","Prov10_Rural_15",93.3899526908694
4583,"Prov2","Dist4","Urban","65+","Female","Tertiary",1,1,39179,"Prov2_Urban","Prov2_Urban_14",131.832986879423
4584,"Prov5","Dist10","Rural","45-64","Female","Primary",0,0,34395,"Prov5_Rural","Prov5_Rural_8",110.289452423252
4585,"Prov6","Dist9","Urban","65+","Male","Tertiary",0,0,46004,"Prov6_Urban","Prov6_Urban_8",106.840376940182
4586,"Prov8","Dist17","Rural","25-44","Male","Secondary",1,0,69931,"Prov8_Rural","Prov8_Rural_17",98.3084531593788
4587,"Prov9","Dist8","Rural","45-64","Female","Secondary",0,0,34267,"Prov9_Rural","Prov9_Rural_12",102.574445888518
4588,"Prov3","Dist8","Urban","65+","Male","Secondary",0,0,51019,"Prov3_Urban","Prov3_Urban_17",95.0637042351494
4589,"Prov9","Dist23","Urban","65+","Male","Secondary",0,1,180920,"Prov9_Urban","Prov9_Urban_5",80.6751578884808
4590,"Prov1","Dist5","Rural","45-64","Male","Primary",0,0,23132,"Prov1_Rural","Prov1_Rural_4",139.103490345743
4591,"Prov2","Dist5","Rural","25-44","Male","Secondary",0,0,7570,"Prov2_Rural","Prov2_Rural_19",104.857453934119
4592,"Prov1","Dist4","Rural","0-14","Male","Secondary",0,0,40980,"Prov1_Rural","Prov1_Rural_14",139.103490345743
4593,"Prov7","Dist3","Rural","25-44","Male","Secondary",0,0,16512,"Prov7_Rural","Prov7_Rural_6",94.777534377427
4594,"Prov9","Dist5","Urban","65+","Male","Primary",0,0,46814,"Prov9_Urban","Prov9_Urban_8",80.6751578884808
4595,"Prov10","Dist16","Urban","25-44","Female","Primary",1,0,63655,"Prov10_Urban","Prov10_Urban_9",95.3933680941479
4596,"Prov10","Dist29","Rural","15-24","Female","Primary",0,0,7993,"Prov10_Rural","Prov10_Rural_1",93.3899526908694
4597,"Prov1","Dist21","Rural","0-14","Female","Secondary",1,0,63780,"Prov1_Rural","Prov1_Rural_20",139.103490345743
4598,"Prov4","Dist4","Rural","65+","Female","Primary",0,1,31750,"Prov4_Rural","Prov4_Rural_16",95.2025594827289
4599,"Prov3","Dist8","Urban","45-64","Female","Primary",1,1,81206,"Prov3_Urban","Prov3_Urban_11",95.0637042351494
4600,"Prov1","Dist19","Urban","15-24","Female","Tertiary",0,0,87211,"Prov1_Urban","Prov1_Urban_2",103.035300315577
4601,"Prov9","Dist12","Rural","25-44","Female","Primary",0,0,24764,"Prov9_Rural","Prov9_Rural_11",102.574445888518
4602,"Prov2","Dist26","Urban","25-44","Male","Tertiary",1,0,68244,"Prov2_Urban","Prov2_Urban_20",131.832986879423
4603,"Prov1","Dist12","Rural","65+","Male","Secondary",0,0,42960,"Prov1_Rural","Prov1_Rural_14",139.103490345743
4604,"Prov6","Dist1","Rural","15-24","Female","Secondary",0,0,34250,"Prov6_Rural","Prov6_Rural_14",115.536655419542
4605,"Prov4","Dist2","Urban","15-24","Male","Tertiary",1,1,39188,"Prov4_Urban","Prov4_Urban_17",125.766945545763
4606,"Prov5","Dist30","Rural","25-44","Male","Primary",0,1,22346,"Prov5_Rural","Prov5_Rural_19",110.289452423252
4607,"Prov4","Dist7","Rural","0-14","Female","Primary",0,0,26835,"Prov4_Rural","Prov4_Rural_8",95.2025594827289
4608,"Prov10","Dist16","Rural","45-64","Male","Secondary",0,0,33766,"Prov10_Rural","Prov10_Rural_3",93.3899526908694
4609,"Prov10","Dist1","Urban","45-64","Male","Primary",1,0,27004,"Prov10_Urban","Prov10_Urban_13",95.3933680941479
4610,"Prov1","Dist21","Rural","0-14","Male","Secondary",0,0,30126,"Prov1_Rural","Prov1_Rural_10",139.103490345743
4611,"Prov1","Dist29","Urban","25-44","Male","Secondary",0,0,15463,"Prov1_Urban","Prov1_Urban_14",103.035300315577
4612,"Prov2","Dist1","Urban","25-44","Male","Primary",1,1,33225,"Prov2_Urban","Prov2_Urban_16",131.832986879423
4613,"Prov7","Dist23","Rural","0-14","Female","Secondary",0,0,27647,"Prov7_Rural","Prov7_Rural_15",94.777534377427
4614,"Prov4","Dist28","Rural","15-24","Female","Primary",0,0,25768,"Prov4_Rural","Prov4_Rural_16",95.2025594827289
4615,"Prov1","Dist22","Rural","45-64","Female","Secondary",0,0,50530,"Prov1_Rural","Prov1_Rural_14",139.103490345743
4616,"Prov7","Dist5","Rural","0-14","Female","Secondary",0,0,22991,"Prov7_Rural","Prov7_Rural_7",94.777534377427
4617,"Prov7","Dist29","Rural","0-14","Male","Tertiary",1,0,52422,"Prov7_Rural","Prov7_Rural_4",94.777534377427
4618,"Prov9","Dist30","Rural","15-24","Female","Secondary",1,0,58967,"Prov9_Rural","Prov9_Rural_6",102.574445888518
4619,"Prov1","Dist25","Urban","65+","Female","Primary",0,1,41575,"Prov1_Urban","Prov1_Urban_9",103.035300315577
4620,"Prov9","Dist19","Rural","45-64","Female","Tertiary",1,0,75483,"Prov9_Rural","Prov9_Rural_19",102.574445888518
4621,"Prov5","Dist8","Urban","65+","Female","Secondary",0,0,47725,"Prov5_Urban","Prov5_Urban_8",114.42922458093
4622,"Prov7","Dist20","Urban","45-64","Male","Tertiary",1,1,59774,"Prov7_Urban","Prov7_Urban_5",77.4277643529747
4623,"Prov5","Dist8","Rural","65+","Female","Secondary",1,0,29235,"Prov5_Rural","Prov5_Rural_13",110.289452423252
4624,"Prov2","Dist17","Rural","45-64","Male","Primary",0,0,16425,"Prov2_Rural","Prov2_Rural_11",104.857453934119
4625,"Prov3","Dist24","Rural","45-64","Male","Primary",1,0,39634,"Prov3_Rural","Prov3_Rural_15",112.399215311118
4626,"Prov8","Dist11","Urban","65+","Female","Primary",0,0,34930,"Prov8_Urban","Prov8_Urban_10",86.7516533136787
4627,"Prov8","Dist22","Rural","65+","Female","Primary",0,0,66980,"Prov8_Rural","Prov8_Rural_2",98.3084531593788
4628,"Prov2","Dist4","Urban","25-44","Female","Tertiary",1,1,59310,"Prov2_Urban","Prov2_Urban_19",131.832986879423
4629,"Prov6","Dist22","Rural","45-64","Male","None",1,1,35999,"Prov6_Rural","Prov6_Rural_13",115.536655419542
4630,"Prov9","Dist28","Urban","45-64","Male","Secondary",0,1,104674,"Prov9_Urban","Prov9_Urban_16",80.6751578884808
4631,"Prov10","Dist6","Urban","0-14","Female","Tertiary",1,1,100056,"Prov10_Urban","Prov10_Urban_10",95.3933680941479
4632,"Prov2","Dist20","Rural","65+","Male","Primary",0,0,12905,"Prov2_Rural","Prov2_Rural_17",104.857453934119
4633,"Prov4","Dist21","Rural","15-24","Male","Primary",1,0,26542,"Prov4_Rural","Prov4_Rural_13",95.2025594827289
4634,"Prov1","Dist7","Urban","15-24","Male","Primary",0,1,33006,"Prov1_Urban","Prov1_Urban_1",103.035300315577
4635,"Prov8","Dist2","Urban","65+","Female","Primary",0,1,18025,"Prov8_Urban","Prov8_Urban_12",86.7516533136787
4636,"Prov6","Dist6","Urban","15-24","Female","Secondary",1,1,29151,"Prov6_Urban","Prov6_Urban_10",106.840376940182
4637,"Prov1","Dist24","Rural","45-64","Female","Tertiary",1,1,43358,"Prov1_Rural","Prov1_Rural_5",139.103490345743
4638,"Prov8","Dist25","Rural","0-14","Female","Secondary",1,1,95972,"Prov8_Rural","Prov8_Rural_6",98.3084531593788
4639,"Prov2","Dist19","Urban","45-64","Female","Primary",0,1,30684,"Prov2_Urban","Prov2_Urban_2",131.832986879423
4640,"Prov5","Dist3","Rural","15-24","Female","Tertiary",0,0,44445,"Prov5_Rural","Prov5_Rural_11",110.289452423252
4641,"Prov2","Dist17","Rural","25-44","Female","Primary",0,0,14293,"Prov2_Rural","Prov2_Rural_17",104.857453934119
4642,"Prov2","Dist29","Rural","65+","Male","Secondary",0,0,34752,"Prov2_Rural","Prov2_Rural_15",104.857453934119
4643,"Prov6","Dist28","Urban","65+","Female","Secondary",0,0,73025,"Prov6_Urban","Prov6_Urban_7",106.840376940182
4644,"Prov3","Dist11","Rural","0-14","Male","None",0,1,12822,"Prov3_Rural","Prov3_Rural_18",112.399215311118
4645,"Prov4","Dist7","Urban","45-64","Male","Secondary",1,0,72716,"Prov4_Urban","Prov4_Urban_18",125.766945545763
4646,"Prov3","Dist24","Rural","45-64","Male","Secondary",1,0,87779,"Prov3_Rural","Prov3_Rural_18",112.399215311118
4647,"Prov8","Dist3","Rural","45-64","Male","Primary",0,0,19678,"Prov8_Rural","Prov8_Rural_9",98.3084531593788
4648,"Prov5","Dist12","Rural","45-64","Male","Secondary",1,0,45292,"Prov5_Rural","Prov5_Rural_13",110.289452423252
4649,"Prov1","Dist28","Rural","0-14","Male","Secondary",1,1,12792,"Prov1_Rural","Prov1_Rural_8",139.103490345743
4650,"Prov8","Dist12","Rural","25-44","Male","Secondary",0,1,43635,"Prov8_Rural","Prov8_Rural_13",98.3084531593788
4651,"Prov3","Dist2","Rural","0-14","Male","Secondary",0,0,17455,"Prov3_Rural","Prov3_Rural_2",112.399215311118
4652,"Prov9","Dist12","Urban","15-24","Female","Secondary",0,1,62041,"Prov9_Urban","Prov9_Urban_11",80.6751578884808
4653,"Prov2","Dist27","Urban","25-44","Male","Secondary",0,1,66306,"Prov2_Urban","Prov2_Urban_19",131.832986879423
4654,"Prov4","Dist28","Rural","45-64","Female","Primary",0,0,20463,"Prov4_Rural","Prov4_Rural_2",95.2025594827289
4655,"Prov10","Dist2","Rural","65+","Female","None",0,0,13727,"Prov10_Rural","Prov10_Rural_5",93.3899526908694
4656,"Prov5","Dist16","Rural","45-64","Male","Secondary",0,0,62197,"Prov5_Rural","Prov5_Rural_6",110.289452423252
4657,"Prov5","Dist16","Urban","45-64","Male","Secondary",0,0,81908,"Prov5_Urban","Prov5_Urban_5",114.42922458093
4658,"Prov7","Dist1","Urban","15-24","Male","Tertiary",1,0,117387,"Prov7_Urban","Prov7_Urban_1",77.4277643529747
4659,"Prov2","Dist1","Rural","25-44","Female","Secondary",1,0,54022,"Prov2_Rural","Prov2_Rural_11",104.857453934119
4660,"Prov5","Dist20","Urban","45-64","Female","Primary",1,1,60840,"Prov5_Urban","Prov5_Urban_1",114.42922458093
4661,"Prov5","Dist4","Urban","65+","Male","Tertiary",0,0,14055,"Prov5_Urban","Prov5_Urban_1",114.42922458093
4662,"Prov2","Dist10","Rural","15-24","Female","Primary",0,0,10977,"Prov2_Rural","Prov2_Rural_19",104.857453934119
4663,"Prov10","Dist21","Rural","25-44","Female","Tertiary",0,1,67914,"Prov10_Rural","Prov10_Rural_6",93.3899526908694
4664,"Prov4","Dist21","Rural","25-44","Female","Secondary",1,0,38968,"Prov4_Rural","Prov4_Rural_16",95.2025594827289
4665,"Prov4","Dist15","Rural","45-64","Female","None",0,0,9018,"Prov4_Rural","Prov4_Rural_19",95.2025594827289
4666,"Prov8","Dist30","Rural","25-44","Male","Secondary",0,0,18634,"Prov8_Rural","Prov8_Rural_20",98.3084531593788
4667,"Prov9","Dist8","Rural","0-14","Female","Secondary",1,0,78431,"Prov9_Rural","Prov9_Rural_11",102.574445888518
4668,"Prov8","Dist14","Rural","65+","Female","Secondary",0,0,28572,"Prov8_Rural","Prov8_Rural_19",98.3084531593788
4669,"Prov4","Dist15","Urban","65+","Female","Primary",0,0,41519,"Prov4_Urban","Prov4_Urban_4",125.766945545763
4670,"Prov7","Dist20","Urban","65+","Female","Primary",1,1,34731,"Prov7_Urban","Prov7_Urban_12",77.4277643529747
4671,"Prov7","Dist4","Rural","25-44","Female","Tertiary",0,0,32868,"Prov7_Rural","Prov7_Rural_10",94.777534377427
4672,"Prov10","Dist22","Rural","25-44","Female","Tertiary",1,0,35821,"Prov10_Rural","Prov10_Rural_20",93.3899526908694
4673,"Prov8","Dist23","Rural","25-44","Female","None",0,1,29181,"Prov8_Rural","Prov8_Rural_9",98.3084531593788
4674,"Prov6","Dist14","Rural","15-24","Male","Primary",1,1,48630,"Prov6_Rural","Prov6_Rural_3",115.536655419542
4675,"Prov3","Dist21","Urban","0-14","Male","Tertiary",1,0,155487,"Prov3_Urban","Prov3_Urban_11",95.0637042351494
4676,"Prov10","Dist30","Urban","65+","Male","Secondary",0,1,14953,"Prov10_Urban","Prov10_Urban_4",95.3933680941479
4677,"Prov6","Dist18","Urban","65+","Male","Tertiary",1,0,312137,"Prov6_Urban","Prov6_Urban_13",106.840376940182
4678,"Prov3","Dist10","Urban","15-24","Female","Secondary",0,0,52379,"Prov3_Urban","Prov3_Urban_20",95.0637042351494
4679,"Prov5","Dist18","Urban","25-44","Female","Secondary",1,0,45110,"Prov5_Urban","Prov5_Urban_9",114.42922458093
4680,"Prov6","Dist9","Urban","0-14","Male","None",1,1,166023,"Prov6_Urban","Prov6_Urban_5",106.840376940182
4681,"Prov10","Dist3","Rural","25-44","Male","Secondary",0,0,50090,"Prov10_Rural","Prov10_Rural_15",93.3899526908694
4682,"Prov4","Dist19","Rural","25-44","Female","Secondary",0,0,33894,"Prov4_Rural","Prov4_Rural_9",95.2025594827289
4683,"Prov10","Dist29","Rural","45-64","Female","Secondary",0,0,65375,"Prov10_Rural","Prov10_Rural_6",93.3899526908694
4684,"Prov5","Dist27","Urban","25-44","Male","None",0,1,24076,"Prov5_Urban","Prov5_Urban_6",114.42922458093
4685,"Prov2","Dist8","Rural","15-24","Female","Tertiary",1,0,121859,"Prov2_Rural","Prov2_Rural_10",104.857453934119
4686,"Prov2","Dist22","Rural","45-64","Female","Secondary",0,0,28394,"Prov2_Rural","Prov2_Rural_15",104.857453934119
4687,"Prov1","Dist11","Rural","15-24","Female","Primary",1,0,64775,"Prov1_Rural","Prov1_Rural_1",139.103490345743
