"respondent_id","age","urban_rural","education","mode","satisfaction","income_reported","responded","mode_weight"
2252,53,"Urban","Medium","Web",4.5,43700,1,2.92361111111111
2253,22,"Urban","Medium","Web",5.7,35178,0,2.92361111111111
2254,61,"Urban","Medium","Phone",8.7,20776,0,1.79284369114878
2255,62,"Rural","Medium","Phone",7.3,48889,0,1.79284369114878
2256,64,"Urban","Medium","Phone",6.7,54286,1,1.79284369114878
2257,57,"Rural","Medium","Face-to-face",8.1,43522,1,1.30944625407166
2258,25,"Rural","High","Phone",7.8,43881,1,1.79284369114878
2259,31,"Rural","Low","Face-to-face",7.8,16898,1,1.30944625407166
2260,47,"Rural","Medium","Face-to-face",7.7,27870,1,1.30944625407166
2261,62,"Urban","Low","Web",7,42507,0,2.92361111111111
2262,26,"Urban","Medium","Web",6.5,42262,1,2.92361111111111
2263,69,"Rural","Medium","Face-to-face",8.3,64981,1,1.30944625407166
2264,51,"Urban","Medium","Web",6.5,122618,0,2.92361111111111
2265,63,"Rural","High","Phone",6,112195,1,1.79284369114878
2266,77,"Urban","High","Face-to-face",7.7,41061,1,1.30944625407166
2267,72,"Rural","Medium","Face-to-face",7.9,30537,1,1.30944625407166
2268,42,"Urban","Medium","Web",6.6,107123,0,2.92361111111111
2269,55,"Rural","Medium","Face-to-face",9.7,20632,0,1.30944625407166
2270,52,"Rural","Medium","Phone",9.2,57226,0,1.79284369114878
2271,58,"Rural","Low","Face-to-face",6.8,31975,1,1.30944625407166
2272,23,"Rural","Low","Face-to-face",8,24648,1,1.30944625407166
2273,70,"Rural","High","Face-to-face",8.7,70126,1,1.30944625407166
2274,46,"Urban","Low","Web",7.8,56164,1,2.92361111111111
2275,18,"Rural","Low","Web",6,67823,0,2.92361111111111
2276,18,"Urban","High","Web",5.2,20949,0,2.92361111111111
2277,75,"Rural","Low","Face-to-face",8.1,43386,1,1.30944625407166
2278,75,"Urban","Low","Face-to-face",9.9,50410,1,1.30944625407166
2279,27,"Rural","Low","Face-to-face",7.5,71268,1,1.30944625407166
2280,35,"Urban","High","Web",6.7,53867,0,2.92361111111111
2281,70,"Rural","Medium","Face-to-face",8.1,72996,1,1.30944625407166
2282,61,"Urban","Medium","Web",7.4,29482,0,2.92361111111111
2283,58,"Rural","Medium","Face-to-face",7.8,51815,1,1.30944625407166
2284,27,"Urban","High","Web",7.8,47174,0,2.92361111111111
2285,76,"Rural","Medium","Face-to-face",7.6,23997,1,1.30944625407166
2286,66,"Rural","Low","Face-to-face",7.9,18670,1,1.30944625407166
2287,44,"Rural","Medium","Face-to-face",7.1,26618,1,1.30944625407166
2288,60,"Urban","Low","Web",6.2,28787,0,2.92361111111111
2289,57,"Urban","Low","Phone",6.7,38803,1,1.79284369114878
2290,59,"Rural","High","Web",6.5,78093,0,2.92361111111111
2291,79,"Rural","Medium","Face-to-face",8.4,43238,1,1.30944625407166
2292,41,"Rural","Medium","Phone",6.5,30096,0,1.79284369114878
2293,27,"Urban","High","Phone",8.8,65698,1,1.79284369114878
2294,36,"Rural","Low","Face-to-face",7.6,54727,1,1.30944625407166
2295,24,"Rural","Low","Face-to-face",6.9,61936,1,1.30944625407166
2296,48,"Rural","Medium","Phone",7.9,32042,0,1.79284369114878
2297,52,"Urban","Low","Web",7.1,40020,1,2.92361111111111
2298,19,"Rural","Medium","Face-to-face",8,51609,1,1.30944625407166
2299,48,"Rural","Medium","Web",8.2,60786,1,2.92361111111111
2300,76,"Rural","Low","Phone",6.6,24498,1,1.79284369114878
2301,80,"Rural","High","Phone",7.2,145895,1,1.79284369114878
2302,74,"Rural","Medium","Phone",6.4,56963,1,1.79284369114878
2303,25,"Rural","Medium","Face-to-face",8.2,47796,1,1.30944625407166
2304,39,"Urban","Medium","Face-to-face",8.2,43415,1,1.30944625407166
2305,46,"Rural","Medium","Face-to-face",8.2,30992,1,1.30944625407166
2306,65,"Rural","Low","Face-to-face",7.6,49218,0,1.30944625407166
2307,24,"Rural","Medium","Face-to-face",6.6,81789,1,1.30944625407166
2308,48,"Urban","High","Phone",5.6,37607,1,1.79284369114878
2309,28,"Rural","Low","Face-to-face",8.7,67843,1,1.30944625407166
2310,31,"Rural","Medium","Face-to-face",8.9,182366,0,1.30944625407166
2311,18,"Rural","Medium","Face-to-face",8.4,61115,1,1.30944625407166
2312,31,"Urban","Medium","Phone",6.9,24951,1,1.79284369114878
2313,29,"Rural","High","Web",6.9,71932,1,2.92361111111111
2314,45,"Rural","Low","Face-to-face",9.6,21421,1,1.30944625407166
2315,43,"Rural","Medium","Phone",8.8,73320,0,1.79284369114878
2316,49,"Urban","Medium","Web",7.1,26992,0,2.92361111111111
2317,23,"Rural","Medium","Phone",7.6,80766,1,1.79284369114878
2318,19,"Rural","High","Face-to-face",8.5,64741,0,1.30944625407166
2319,49,"Rural","Medium","Face-to-face",8.5,31205,1,1.30944625407166
2320,69,"Rural","Medium","Phone",6.8,21748,1,1.79284369114878
2321,65,"Urban","Medium","Phone",6.5,11407,1,1.79284369114878
2322,75,"Rural","High","Face-to-face",8.9,42450,1,1.30944625407166
2323,76,"Urban","Low","Face-to-face",7,36882,1,1.30944625407166
2324,77,"Urban","Medium","Phone",6,32689,1,1.79284369114878
2325,52,"Rural","Medium","Phone",7.7,19607,1,1.79284369114878
2326,31,"Rural","Medium","Face-to-face",7.4,43132,1,1.30944625407166
2327,18,"Urban","Medium","Phone",7.1,18336,0,1.79284369114878
2328,79,"Rural","Low","Face-to-face",8.7,58149,1,1.30944625407166
2329,49,"Urban","Medium","Phone",6.6,28473,0,1.79284369114878
2330,26,"Urban","Low","Phone",5.8,24458,1,1.79284369114878
2331,21,"Urban","Medium","Web",5.3,57925,0,2.92361111111111
2332,72,"Urban","Medium","Phone",8.7,36862,1,1.79284369114878
2333,74,"Urban","Medium","Phone",7.2,37254,1,1.79284369114878
2334,31,"Urban","Medium","Web",6.2,59058,1,2.92361111111111
2335,63,"Rural","Medium","Face-to-face",7.4,32121,1,1.30944625407166
2336,37,"Rural","Medium","Face-to-face",7.5,84824,0,1.30944625407166
2337,77,"Urban","Medium","Phone",9.1,50720,0,1.79284369114878
2338,55,"Rural","Medium","Web",5.9,59131,0,2.92361111111111
2339,47,"Rural","Medium","Face-to-face",7.5,27594,0,1.30944625407166
2340,53,"Urban","Low","Phone",8.8,35358,1,1.79284369114878
2341,68,"Rural","Medium","Face-to-face",8.7,22328,0,1.30944625407166
2342,36,"Rural","High","Web",6.4,24141,1,2.92361111111111
2343,60,"Urban","Low","Web",6.5,24197,1,2.92361111111111
2344,48,"Urban","Medium","Web",5.7,20208,1,2.92361111111111
2345,57,"Rural","Low","Face-to-face",7.7,12224,1,1.30944625407166
2346,24,"Rural","High","Face-to-face",8.3,28056,1,1.30944625407166
2347,32,"Urban","Medium","Phone",6,47121,0,1.79284369114878
2348,22,"Rural","Low","Face-to-face",7.1,77013,1,1.30944625407166
2349,54,"Rural","Medium","Web",5.6,90394,0,2.92361111111111
2350,24,"Rural","Medium","Face-to-face",7.5,37152,1,1.30944625407166
2351,41,"Rural","Low","Web",6.1,47375,0,2.92361111111111
2352,63,"Rural","High","Face-to-face",7.9,36973,0,1.30944625407166
2353,42,"Rural","Low","Face-to-face",7.6,50106,0,1.30944625407166
2354,71,"Rural","Medium","Face-to-face",7.7,34110,1,1.30944625407166
2355,46,"Rural","Medium","Phone",7.2,126198,1,1.79284369114878
2356,61,"Rural","Low","Face-to-face",9.6,46825,1,1.30944625407166
2357,32,"Urban","Medium","Web",7.7,20286,0,2.92361111111111
2358,63,"Urban","Low","Face-to-face",9.5,41833,0,1.30944625407166
2359,59,"Urban","High","Web",8.4,23477,0,2.92361111111111
2360,77,"Rural","Low","Phone",8.4,45107,1,1.79284369114878
2361,60,"Rural","High","Phone",6.7,20772,0,1.79284369114878
2362,60,"Rural","High","Face-to-face",8.7,62039,0,1.30944625407166
2363,72,"Rural","Medium","Face-to-face",6.8,32466,1,1.30944625407166
2364,58,"Rural","Low","Face-to-face",8.7,39306,1,1.30944625407166
2365,24,"Rural","Medium","Face-to-face",7.3,13741,1,1.30944625407166
2366,54,"Rural","Medium","Face-to-face",7.2,51273,0,1.30944625407166
2367,65,"Urban","Medium","Phone",8.7,58246,1,1.79284369114878
2368,68,"Urban","Low","Phone",8.3,41158,0,1.79284369114878
2369,64,"Rural","Low","Face-to-face",8.7,23916,1,1.30944625407166
2370,39,"Rural","Low","Face-to-face",9.1,52699,1,1.30944625407166
2371,79,"Rural","Medium","Face-to-face",9.9,28738,1,1.30944625407166
2372,47,"Urban","Medium","Web",5,164180,1,2.92361111111111
2373,32,"Rural","High","Web",6.6,25117,0,2.92361111111111
2374,19,"Urban","Low","Web",7.4,111773,0,2.92361111111111
2375,73,"Rural","Medium","Face-to-face",6.7,57318,1,1.30944625407166
2376,45,"Rural","Medium","Face-to-face",7,39707,1,1.30944625407166
2377,60,"Urban","Low","Web",7.4,22426,1,2.92361111111111
2378,41,"Urban","Medium","Phone",8.8,25351,1,1.79284369114878
2379,53,"Urban","Low","Web",6.4,37123,0,2.92361111111111
2380,74,"Urban","High","Phone",5.6,56687,1,1.79284369114878
2381,31,"Rural","Medium","Face-to-face",7.5,34923,1,1.30944625407166
2382,46,"Urban","Medium","Web",8,33045,1,2.92361111111111
2383,71,"Urban","High","Phone",6.7,44644,1,1.79284369114878
2384,28,"Rural","Medium","Face-to-face",7.6,24999,0,1.30944625407166
2385,67,"Urban","Medium","Face-to-face",8.1,9538,1,1.30944625407166
2386,79,"Rural","Low","Face-to-face",7.1,56669,1,1.30944625407166
2387,70,"Rural","Medium","Face-to-face",7.9,31872,1,1.30944625407166
2388,63,"Urban","High","Web",4.7,66860,1,2.92361111111111
2389,62,"Rural","Medium","Face-to-face",7.5,57413,1,1.30944625407166
2390,53,"Urban","Medium","Face-to-face",8.7,23052,0,1.30944625407166
2391,25,"Urban","Medium","Phone",8.5,52533,0,1.79284369114878
2392,43,"Urban","Medium","Web",5.6,22672,1,2.92361111111111
2393,49,"Rural","Medium","Web",6.3,73146,0,2.92361111111111
2394,53,"Urban","Low","Phone",7,34246,1,1.79284369114878
2395,51,"Rural","Medium","Face-to-face",9,21575,1,1.30944625407166
2396,19,"Rural","Medium","Face-to-face",7.5,42537,1,1.30944625407166
2397,26,"Rural","High","Face-to-face",8.5,22447,1,1.30944625407166
2398,24,"Urban","Low","Web",7.4,29739,1,2.92361111111111
2399,60,"Rural","Medium","Face-to-face",7.4,75691,1,1.30944625407166
2400,41,"Urban","Low","Phone",8.8,21049,1,1.79284369114878
2401,30,"Urban","Medium","Web",6.5,66889,0,2.92361111111111
2402,28,"Rural","High","Web",6.3,24316,0,2.92361111111111
2403,78,"Rural","Medium","Face-to-face",7.5,20153,0,1.30944625407166
2404,38,"Rural","High","Web",5.6,38002,1,2.92361111111111
2405,39,"Urban","Medium","Web",6.1,121549,0,2.92361111111111
2406,28,"Rural","Low","Web",6.4,16581,0,2.92361111111111
2407,41,"Urban","High","Web",7.1,71273,0,2.92361111111111
2408,21,"Rural","High","Phone",7.5,70899,1,1.79284369114878
2409,30,"Urban","Medium","Phone",7.9,36805,1,1.79284369114878
2410,77,"Urban","Medium","Face-to-face",8.6,120563,0,1.30944625407166
2411,38,"Rural","Low","Phone",6.3,27993,0,1.79284369114878
2412,49,"Urban","Low","Phone",8.3,12518,0,1.79284369114878
2413,47,"Urban","Low","Phone",8.3,19740,0,1.79284369114878
2414,55,"Rural","High","Web",7,27522,0,2.92361111111111
2415,78,"Rural","High","Face-to-face",7.8,37542,1,1.30944625407166
2416,28,"Rural","Medium","Face-to-face",7.3,25372,1,1.30944625407166
2417,21,"Urban","Medium","Phone",6.5,39309,1,1.79284369114878
2418,39,"Rural","Medium","Face-to-face",8.7,26028,1,1.30944625407166
2419,44,"Urban","Medium","Web",6.2,23520,0,2.92361111111111
2420,46,"Rural","High","Web",7.6,48095,0,2.92361111111111
2421,62,"Rural","Medium","Face-to-face",9,37217,0,1.30944625407166
2422,64,"Rural","Low","Face-to-face",7,59792,1,1.30944625407166
2423,68,"Rural","Low","Face-to-face",8.5,46077,1,1.30944625407166
2424,79,"Rural","Low","Face-to-face",8.6,19532,1,1.30944625407166
2425,43,"Urban","Medium","Web",6.7,65998,0,2.92361111111111
2426,41,"Rural","Low","Web",5.3,70947,0,2.92361111111111
2427,65,"Rural","High","Face-to-face",8.7,90506,1,1.30944625407166
2428,43,"Rural","Low","Phone",5.8,16697,0,1.79284369114878
2429,62,"Rural","High","Phone",8.4,32064,1,1.79284369114878
2430,68,"Rural","Medium","Face-to-face",8.2,54750,1,1.30944625407166
2431,18,"Rural","Low","Phone",6.2,77448,1,1.79284369114878
2432,30,"Urban","Low","Web",6.5,45299,0,2.92361111111111
2433,65,"Rural","Low","Phone",7.7,66994,1,1.79284369114878
2434,25,"Urban","Medium","Web",7.6,52378,0,2.92361111111111
2435,55,"Urban","Medium","Phone",6.7,11742,0,1.79284369114878
2436,35,"Urban","High","Phone",6.3,17151,0,1.79284369114878
2437,21,"Rural","Medium","Web",5.4,30551,0,2.92361111111111
2438,69,"Rural","Low","Face-to-face",9.5,14738,1,1.30944625407166
2439,51,"Urban","Medium","Web",7.6,18911,0,2.92361111111111
2440,47,"Rural","Medium","Phone",9.3,25471,1,1.79284369114878
2441,51,"Rural","Low","Face-to-face",8.4,13692,1,1.30944625407166
2442,43,"Rural","Low","Web",5.3,53487,0,2.92361111111111
2443,28,"Rural","Medium","Face-to-face",6.1,55498,0,1.30944625407166
2444,56,"Rural","Low","Face-to-face",6.5,41930,1,1.30944625407166
2445,80,"Urban","Medium","Face-to-face",8.8,41897,1,1.30944625407166
2446,61,"Urban","Medium","Face-to-face",7.6,78451,1,1.30944625407166
2447,76,"Rural","High","Web",8,50959,1,2.92361111111111
2448,42,"Rural","Medium","Phone",6.9,40015,0,1.79284369114878
2449,78,"Urban","Medium","Web",6.2,68793,1,2.92361111111111
2450,61,"Urban","Medium","Phone",7.2,46187,1,1.79284369114878
2451,23,"Urban","Medium","Web",5.1,39887,0,2.92361111111111
2452,54,"Urban","Low","Phone",5.2,59295,1,1.79284369114878
2453,20,"Rural","Medium","Face-to-face",8.5,99584,1,1.30944625407166
2454,55,"Rural","Medium","Phone",7.2,14882,1,1.79284369114878
2455,20,"Rural","Medium","Face-to-face",9.3,35859,1,1.30944625407166
2456,66,"Rural","High","Phone",8,50435,1,1.79284369114878
2457,67,"Urban","Medium","Face-to-face",7.3,56582,0,1.30944625407166
2458,51,"Rural","Low","Face-to-face",9.1,32046,1,1.30944625407166
2459,60,"Urban","Medium","Phone",8.5,15756,0,1.79284369114878
2460,33,"Urban","High","Phone",7.4,18432,1,1.79284369114878
2461,39,"Urban","High","Phone",9.1,19981,0,1.79284369114878
2462,51,"Urban","Medium","Web",7.7,152900,1,2.92361111111111
2463,60,"Rural","Medium","Web",7.2,109443,0,2.92361111111111
2464,72,"Urban","Medium","Phone",8.2,18595,1,1.79284369114878
2465,46,"Rural","Medium","Phone",7.4,33388,1,1.79284369114878
2466,69,"Urban","Low","Phone",6.1,43418,1,1.79284369114878
2467,48,"Rural","Medium","Phone",8,38121,1,1.79284369114878
2468,20,"Urban","Medium","Phone",7.8,25671,1,1.79284369114878
2469,68,"Rural","High","Face-to-face",6.8,21679,1,1.30944625407166
2470,31,"Rural","Low","Phone",5.5,19403,0,1.79284369114878
2471,34,"Rural","Low","Face-to-face",8.7,42154,1,1.30944625407166
2472,75,"Urban","Medium","Face-to-face",6.9,75450,1,1.30944625407166
2473,54,"Urban","Medium","Face-to-face",7.1,41353,1,1.30944625407166
2474,28,"Rural","Low","Face-to-face",8.6,23341,1,1.30944625407166
2475,59,"Rural","High","Phone",8.9,67700,0,1.79284369114878
2476,62,"Urban","Medium","Web",5.5,40147,1,2.92361111111111
2477,54,"Urban","Medium","Web",6.1,38254,1,2.92361111111111
2478,80,"Rural","High","Face-to-face",8.7,35185,1,1.30944625407166
2479,68,"Urban","Medium","Web",6.3,18615,0,2.92361111111111
2480,36,"Urban","High","Phone",7.3,31796,1,1.79284369114878
2481,28,"Urban","Low","Web",5.2,60464,0,2.92361111111111
2482,19,"Rural","High","Web",8,36240,0,2.92361111111111
2483,20,"Rural","Medium","Face-to-face",8.6,34719,0,1.30944625407166
2484,46,"Rural","Low","Face-to-face",7.1,70515,1,1.30944625407166
2485,56,"Urban","High","Web",6.1,41823,0,2.92361111111111
2486,78,"Rural","Low","Phone",8.1,7279,1,1.79284369114878
2487,39,"Rural","Low","Phone",7,43584,0,1.79284369114878
2488,73,"Urban","High","Web",6.4,53304,1,2.92361111111111
2489,29,"Rural","Low","Web",5.8,36462,0,2.92361111111111
2490,71,"Urban","Medium","Face-to-face",6.2,35649,1,1.30944625407166
2491,74,"Urban","Low","Phone",8.2,32341,0,1.79284369114878
2492,28,"Rural","Medium","Face-to-face",8.6,31258,1,1.30944625407166
2493,45,"Rural","High","Web",6.9,35751,0,2.92361111111111
2494,45,"Urban","High","Phone",5.5,25456,0,1.79284369114878
2495,27,"Urban","Medium","Phone",7.5,22902,1,1.79284369114878
2496,33,"Rural","Medium","Face-to-face",8.9,51496,1,1.30944625407166
2497,59,"Rural","Medium","Face-to-face",6.5,10827,1,1.30944625407166
2498,54,"Urban","High","Phone",8,61640,0,1.79284369114878
2499,41,"Urban","Low","Web",5,28342,0,2.92361111111111
2500,42,"Rural","Low","Face-to-face",6.2,35820,1,1.30944625407166
2501,24,"Urban","Low","Web",5.7,66928,0,2.92361111111111
2502,40,"Rural","Medium","Web",5.6,74231,1,2.92361111111111
2503,50,"Rural","Medium","Face-to-face",8.1,12101,1,1.30944625407166
2504,70,"Rural","Low","Face-to-face",5.9,57492,1,1.30944625407166
2505,77,"Rural","High","Face-to-face",9.2,15411,1,1.30944625407166
2506,61,"Rural","Low","Face-to-face",7.6,45488,1,1.30944625407166
2507,28,"Rural","High","Web",4.6,75379,1,2.92361111111111
2508,77,"Rural","Medium","Face-to-face",8,64483,1,1.30944625407166
2509,32,"Urban","High","Web",7.4,29327,0,2.92361111111111
2510,59,"Rural","Medium","Web",5.9,50031,0,2.92361111111111
2511,74,"Rural","Medium","Face-to-face",9.1,17858,1,1.30944625407166
2512,70,"Rural","Medium","Face-to-face",10.1,39133,1,1.30944625407166
2513,53,"Rural","Low","Face-to-face",5.9,42468,1,1.30944625407166
2514,59,"Rural","Low","Phone",8.5,61629,1,1.79284369114878
2515,78,"Urban","Medium","Web",5.9,18742,0,2.92361111111111
2516,77,"Urban","Medium","Phone",5.7,28010,1,1.79284369114878
2517,34,"Urban","Medium","Phone",7.4,53452,1,1.79284369114878
2518,42,"Urban","High","Phone",8.2,56319,0,1.79284369114878
2519,37,"Urban","Medium","Web",5.7,56962,1,2.92361111111111
2520,48,"Rural","Medium","Face-to-face",8.6,27022,0,1.30944625407166
2521,27,"Rural","High","Face-to-face",8.7,39803,1,1.30944625407166
2522,59,"Rural","High","Web",6.2,28460,0,2.92361111111111
2523,34,"Urban","High","Phone",5.3,43451,1,1.79284369114878
2524,46,"Urban","Low","Phone",7,11935,1,1.79284369114878
2525,19,"Rural","Medium","Web",6.6,38309,1,2.92361111111111
2526,77,"Urban","Medium","Face-to-face",7.6,54901,1,1.30944625407166
2527,72,"Rural","Medium","Face-to-face",8.9,19392,1,1.30944625407166
2528,25,"Rural","Low","Phone",7,97369,0,1.79284369114878
2529,53,"Urban","High","Phone",7.4,23429,0,1.79284369114878
2530,62,"Rural","Low","Face-to-face",8.8,45098,1,1.30944625407166
2531,40,"Urban","High","Phone",6,41865,1,1.79284369114878
2532,72,"Urban","Low","Face-to-face",7,9998,1,1.30944625407166
2533,49,"Rural","Low","Phone",6.6,15638,1,1.79284369114878
2534,28,"Urban","Medium","Web",7.9,20085,0,2.92361111111111
2535,65,"Rural","Medium","Face-to-face",8.1,64211,1,1.30944625407166
2536,52,"Urban","Low","Phone",7.9,39549,0,1.79284369114878
2537,53,"Rural","Medium","Phone",7.2,33807,1,1.79284369114878
2538,29,"Urban","Low","Web",5.1,59447,0,2.92361111111111
2539,38,"Urban","Medium","Web",6.5,62849,0,2.92361111111111
2540,71,"Urban","Low","Web",6.9,28886,1,2.92361111111111
2541,34,"Rural","Low","Face-to-face",10.1,26342,1,1.30944625407166
2542,53,"Urban","High","Phone",7.2,37928,0,1.79284369114878
2543,52,"Urban","Medium","Phone",6.2,49281,1,1.79284369114878
2544,73,"Urban","Medium","Web",6.4,26052,1,2.92361111111111
2545,37,"Urban","High","Phone",5.3,53767,1,1.79284369114878
2546,62,"Rural","Low","Face-to-face",7.4,23385,0,1.30944625407166
2547,66,"Urban","Medium","Phone",7.7,27107,0,1.79284369114878
2548,48,"Rural","Medium","Phone",6.8,19254,0,1.79284369114878
2549,69,"Rural","High","Face-to-face",7.5,103338,1,1.30944625407166
2550,72,"Rural","Medium","Face-to-face",8.4,74167,1,1.30944625407166
2551,29,"Urban","Low","Face-to-face",8.6,27685,1,1.30944625407166
2552,36,"Urban","Low","Web",8.3,62804,0,2.92361111111111
2553,42,"Urban","Low","Phone",5.8,25715,1,1.79284369114878
2554,39,"Urban","Medium","Phone",6.1,21054,1,1.79284369114878
2555,76,"Rural","Medium","Phone",7,34800,0,1.79284369114878
2556,47,"Rural","Medium","Phone",6.9,28012,0,1.79284369114878
2557,18,"Rural","Medium","Phone",5.5,51477,0,1.79284369114878
2558,19,"Rural","Medium","Face-to-face",9.6,62721,0,1.30944625407166
2559,66,"Rural","High","Face-to-face",7.8,34217,1,1.30944625407166
2560,72,"Rural","Low","Phone",7.3,61915,0,1.79284369114878
2561,33,"Urban","Medium","Web",6.9,33792,1,2.92361111111111
2562,45,"Urban","Low","Web",7.1,44569,0,2.92361111111111
2563,23,"Urban","Medium","Phone",5,62321,0,1.79284369114878
2564,35,"Rural","Medium","Face-to-face",6.7,40246,1,1.30944625407166
2565,73,"Rural","Medium","Phone",6.5,57026,0,1.79284369114878
2566,71,"Rural","High","Face-to-face",9.7,29097,1,1.30944625407166
2567,59,"Urban","Medium","Web",7.3,87277,1,2.92361111111111
2568,40,"Urban","Low","Phone",8,27996,1,1.79284369114878
2569,28,"Rural","Medium","Face-to-face",6.2,67754,0,1.30944625407166
2570,48,"Urban","Low","Web",5.2,24126,0,2.92361111111111
2571,76,"Urban","High","Web",5.7,135781,1,2.92361111111111
2572,33,"Rural","Medium","Phone",7.7,67034,1,1.79284369114878
2573,24,"Rural","Medium","Face-to-face",7.7,43113,0,1.30944625407166
2574,50,"Urban","Medium","Web",5.7,56456,0,2.92361111111111
2575,27,"Urban","Low","Face-to-face",8.2,29426,1,1.30944625407166
2576,52,"Rural","Low","Face-to-face",7.2,55660,1,1.30944625407166
2577,42,"Rural","Low","Web",7.5,76257,0,2.92361111111111
2578,76,"Rural","Low","Face-to-face",8.5,33250,1,1.30944625407166
2579,74,"Rural","Medium","Face-to-face",7.6,23692,1,1.30944625407166
2580,63,"Rural","Medium","Phone",6.1,51665,1,1.79284369114878
2581,39,"Rural","Medium","Face-to-face",7.9,61239,0,1.30944625407166
2582,76,"Urban","Medium","Phone",6.8,79703,1,1.79284369114878
2583,61,"Rural","Medium","Face-to-face",8.2,76212,1,1.30944625407166
2584,47,"Rural","Medium","Face-to-face",10.4,33989,0,1.30944625407166
2585,71,"Urban","High","Phone",6.7,108572,1,1.79284369114878
2586,72,"Rural","Medium","Face-to-face",8.6,65468,0,1.30944625407166
2587,68,"Rural","Low","Face-to-face",8.3,90625,1,1.30944625407166
2588,32,"Rural","High","Phone",7.7,79624,0,1.79284369114878
2589,68,"Rural","Low","Face-to-face",7.2,33849,1,1.30944625407166
2590,61,"Rural","Medium","Face-to-face",7.7,43219,1,1.30944625407166
2591,26,"Rural","High","Face-to-face",8.1,31276,1,1.30944625407166
2592,31,"Rural","High","Phone",6.9,22954,1,1.79284369114878
2593,18,"Rural","Medium","Phone",6,47900,1,1.79284369114878
2594,27,"Urban","Medium","Web",5.4,19740,0,2.92361111111111
2595,42,"Urban","Medium","Web",7,78422,0,2.92361111111111
2596,72,"Urban","Medium","Phone",6.8,77046,0,1.79284369114878
2597,74,"Urban","Medium","Face-to-face",7.4,43174,1,1.30944625407166
2598,75,"Urban","Low","Phone",7.3,53263,1,1.79284369114878
2599,56,"Urban","Medium","Phone",6.9,95100,0,1.79284369114878
2600,37,"Urban","High","Web",6.4,25415,0,2.92361111111111
2601,63,"Urban","High","Face-to-face",7.9,26884,0,1.30944625407166
2602,23,"Urban","Medium","Face-to-face",8.5,25808,1,1.30944625407166
2603,55,"Rural","High","Web",5.9,78975,0,2.92361111111111
2604,58,"Urban","Medium","Web",7,112359,0,2.92361111111111
2605,19,"Rural","Medium","Face-to-face",7.4,16978,1,1.30944625407166
2606,42,"Rural","Low","Phone",8.6,24120,0,1.79284369114878
2607,46,"Rural","Medium","Web",7,56642,0,2.92361111111111
2608,20,"Rural","Medium","Phone",6.3,45614,0,1.79284369114878
2609,60,"Urban","Medium","Phone",7.5,18620,1,1.79284369114878
2610,72,"Urban","High","Face-to-face",9.3,48803,0,1.30944625407166
2611,29,"Urban","Medium","Web",7.5,24043,0,2.92361111111111
2612,65,"Urban","Low","Phone",7.1,35459,0,1.79284369114878
2613,23,"Rural","Medium","Phone",5.1,43188,1,1.79284369114878
2614,26,"Urban","Low","Face-to-face",8.3,47147,0,1.30944625407166
2615,32,"Urban","Medium","Phone",5.9,94175,1,1.79284369114878
2616,50,"Rural","Medium","Face-to-face",9.1,43687,1,1.30944625407166
2617,79,"Rural","Medium","Face-to-face",8.2,44524,1,1.30944625407166
2618,53,"Urban","Medium","Web",7,40134,0,2.92361111111111
2619,36,"Rural","Low","Phone",7.3,42487,1,1.79284369114878
2620,47,"Rural","Medium","Face-to-face",6.2,13920,1,1.30944625407166
2621,75,"Urban","Medium","Face-to-face",8.5,20425,1,1.30944625407166
2622,50,"Rural","High","Web",5,40142,1,2.92361111111111
2623,49,"Rural","High","Face-to-face",10,16390,1,1.30944625407166
2624,78,"Urban","Low","Face-to-face",7.5,36045,1,1.30944625407166
2625,36,"Rural","Medium","Face-to-face",6.3,48800,1,1.30944625407166
2626,67,"Rural","Medium","Face-to-face",9.2,20991,1,1.30944625407166
2627,36,"Rural","Medium","Face-to-face",7.5,48639,1,1.30944625407166
2628,19,"Rural","Medium","Face-to-face",7.1,53614,1,1.30944625407166
2629,31,"Urban","High","Web",6.5,93794,1,2.92361111111111
2630,49,"Rural","High","Web",6.1,18768,1,2.92361111111111
2631,43,"Rural","Medium","Face-to-face",9.1,35548,0,1.30944625407166
2632,24,"Urban","Low","Web",5.8,35746,0,2.92361111111111
2633,21,"Rural","Medium","Face-to-face",8.6,90437,0,1.30944625407166
2634,41,"Rural","Medium","Web",5.4,64073,0,2.92361111111111
2635,80,"Urban","Medium","Web",7.3,97120,0,2.92361111111111
2636,37,"Urban","Low","Web",6.3,59082,0,2.92361111111111
2637,74,"Urban","Medium","Web",7,47002,0,2.92361111111111
2638,30,"Rural","Medium","Face-to-face",7.6,37050,1,1.30944625407166
2639,24,"Rural","High","Web",6.6,38096,0,2.92361111111111
2640,43,"Urban","Medium","Face-to-face",10.8,28481,1,1.30944625407166
2641,35,"Urban","Low","Phone",8.6,100302,1,1.79284369114878
2642,50,"Rural","Medium","Web",6.3,48656,0,2.92361111111111
2643,28,"Rural","High","Web",6.7,29904,0,2.92361111111111
2644,58,"Urban","Low","Phone",6.5,40014,0,1.79284369114878
2645,50,"Rural","Medium","Phone",8.8,58631,0,1.79284369114878
2646,33,"Urban","Low","Phone",6.6,30222,0,1.79284369114878
2647,33,"Rural","Medium","Face-to-face",8.1,42193,1,1.30944625407166
2648,59,"Rural","Low","Face-to-face",8.1,48752,1,1.30944625407166
