"household_id","cluster_id","country","region_type","household_size","head_age","head_gender","head_education","monthly_income","employed_members","electricity_access","water_access","internet_access","health_insurance","distance_health_facility","owns_land","livestock_count","interview_date","response_status","sampling_weight"
"HH03622",59,"Zimbabwe","Rural",3,51,"Female","Secondary",1134,1,1,0,0,0,1.9,0,2,2025-02-16,"Complete",62.7526729134843
"HH03623",121,"Zambia","Rural",5,28,"Female","Secondary",8670,1,1,1,0,1,5.1,0,3,2025-01-03,"Complete",113.927432708442
"HH03624",123,"Zambia","Rural",5,19,"Male","No education",3117,2,1,1,0,0,6.3,1,2,2025-01-14,"Complete",62.8291425877251
"HH03625",67,"Zambia","Rural",5,21,"Female","Secondary",NA,3,1,0,1,0,3.1,0,3,2025-03-09,"Complete",63.3569146390073
"HH03626",122,"Mozambique","Urban",5,54,"Male","Tertiary",21328,3,0,1,1,1,4,1,0,2025-01-23,"Partial",189.068133500405
"HH03627",239,"South Africa","Urban",8,62,"Male","Secondary",14324,4,1,0,1,0,1.5,0,3,2025-03-26,"Complete",186.092457885388
"HH03628",34,"South Africa","Urban",5,69,"Male","Primary",3458,3,1,1,0,0,5.5,0,0,2025-01-05,"Complete",183.149657316972
"HH03629",165,"Zambia","Rural",6,40,"Male","Primary",850,2,1,1,0,0,2.3,1,0,2025-03-17,"Complete",103.811654041056
"HH03630",99,"Malawi","Urban",3,39,"Female","Primary",9407,1,1,1,0,0,3,0,3,2025-02-28,"Complete",172.560212342069
"HH03631",170,"South Africa","Rural",5,53,"Male","Secondary",4695,3,0,0,1,0,5.6,0,0,2025-02-24,"Complete",120.156058378052
"HH03632",10,"South Africa","Urban",6,42,"Male","No education",4247,2,1,1,0,0,2.8,0,0,2025-03-02,"Complete",93.0598103906959
"HH03633",50,"South Africa","Rural",9,30,"Female","Tertiary",5865,5,1,1,0,1,2.2,0,0,2025-02-13,"Complete",179.456209542695
"HH03634",239,"Mozambique","Rural",5,30,"Female","Secondary",1579,2,1,1,1,0,3.5,0,2,2025-01-21,"Complete",137.242197652813
"HH03635",244,"South Africa","Rural",7,71,"Male","No education",1572,2,1,1,1,0,8.2,1,1,2025-03-23,"Complete",123.460410453845
"HH03636",165,"Zimbabwe","Urban",5,26,"Female","Secondary",28659,2,1,1,1,1,1.8,1,3,2025-03-15,"Partial",103.043247293681
"HH03637",143,"South Africa","Urban",7,36,"Male","Secondary",4011,1,1,1,1,0,3.9,0,0,2025-03-09,"Complete",65.7548575545661
"HH03638",241,"Tanzania","Rural",2,43,"Male","No education",1341,1,1,1,0,0,2.2,0,2,2025-01-18,"Complete",169.707516499329
"HH03639",100,"Botswana","Urban",3,40,"Male","Tertiary",NA,1,1,1,0,0,1.1,1,1,2025-01-16,"Complete",69.1998776630498
"HH03640",79,"Zimbabwe","Urban",4,47,"Male","Secondary",10822,2,1,1,0,1,7.4,0,1,2025-01-07,"Refused",51.3614649185911
"HH03641",170,"Tanzania","Rural",8,41,"Male","Secondary",7954,3,1,0,1,0,2.7,0,2,2025-01-02,"Complete",55.8415802195668
"HH03642",215,"South Africa","Urban",7,41,"Male","Secondary",8226,1,1,1,0,0,3.3,0,3,2025-01-03,"Complete",190.926760563161
"HH03643",9,"Botswana","Rural",4,40,"Male",NA,1352,2,1,0,0,0,1.3,1,2,2025-03-15,"Complete",123.013980232645
"HH03644",86,"Zimbabwe","Urban",5,57,"Female","Tertiary",17667,1,1,0,0,1,4.1,0,0,2025-01-02,"Refused",104.603358812165
"HH03645",93,"South Africa","Urban",4,41,"Male","Tertiary",15926,1,1,1,0,0,4.4,0,1,2025-03-14,"Complete",62.947197817266
"HH03646",106,"South Africa","Rural",7,47,"Male","Secondary",15017,2,0,1,1,1,7,1,4,2025-01-18,"Complete",137.197681050748
"HH03647",188,"Malawi","Urban",6,31,"Male","Tertiary",6385,1,1,1,1,0,5.1,0,2,2025-03-18,"Complete",79.5118444482796
"HH03648",140,"South Africa","Rural",8,68,"Female","No education",2578,3,1,1,1,0,1.9,0,5,2025-02-28,"Complete",60.1274619926699
"HH03649",200,"South Africa","Rural",5,25,"Female","Secondary",2469,2,1,1,0,0,12.7,1,2,2025-01-27,"Complete",192.269371508155
"HH03650",145,"Namibia","Urban",1,18,"Male","Tertiary",4551,0,1,1,0,0,7.1,0,2,2025-01-05,"Complete",54.0044284309261
"HH03651",209,"Zambia","Rural",6,35,"Male","Secondary",5932,1,1,1,1,1,1.5,1,2,2025-01-20,"Complete",82.2122894460335
"HH03652",87,"Zimbabwe","Rural",3,52,"Female","Secondary",6315,0,1,0,1,0,9.1,1,2,2025-03-22,"Complete",135.446502093691
"HH03653",162,"South Africa","Rural",4,33,"Male","Tertiary",30676,1,1,1,0,0,10.8,0,2,2025-01-11,"Complete",174.900321348105
"HH03654",203,"Malawi","Rural",7,41,"Male","Secondary",4972,1,1,1,0,1,8,0,2,2025-03-22,"Complete",115.89957078686
"HH03655",127,"South Africa","Rural",6,54,"Male","Primary",1909,2,1,1,1,1,1.7,1,5,2025-03-07,"Complete",56.6020023310557
"HH03656",246,"Tanzania","Rural",6,25,"Male","Tertiary",2373,4,1,1,0,1,0.8,0,4,2025-03-09,"Partial",82.531807734631
"HH03657",163,"Botswana","Rural",7,49,"Female","No education",2469,2,1,1,0,0,5.1,1,2,2025-03-21,"Complete",149.845014011953
"HH03658",174,"South Africa","Rural",6,52,"Male","Secondary",22840,2,1,1,0,1,4.4,1,1,2025-01-30,"Complete",119.779082562309
"HH03659",111,"South Africa","Rural",6,27,"Male","Tertiary",5364,4,1,1,0,1,2.2,0,1,2025-03-26,"Complete",177.060774737038
"HH03660",26,"Zimbabwe","Rural",3,18,"Female","Secondary",2729,0,1,0,1,1,2.4,1,2,2025-01-23,"Complete",138.19628842175
"HH03661",240,"South Africa","Rural",7,60,"Male","Primary",10736,1,1,1,0,0,3.9,1,3,2025-02-01,"Complete",185.355771193281
"HH03662",166,"Namibia","Urban",6,36,"Male","Secondary",6681,3,0,0,0,0,1.4,1,5,2025-01-07,"Complete",126.222743862309
"HH03663",63,"Malawi","Rural",6,23,"Male","Primary",6282,4,1,0,0,0,2.9,0,2,2025-03-23,"Complete",98.6607201164588
"HH03664",64,"Tanzania","Rural",4,43,"Male","Secondary",6442,1,0,1,1,1,2.5,0,1,2025-01-13,"Complete",51.58454508055
"HH03665",115,"Namibia","Rural",3,29,"Male","Secondary",4868,1,0,0,1,1,9.3,1,2,2025-03-09,"Complete",196.624899492599
"HH03666",160,"Botswana","Urban",4,35,"Male","No education",5977,2,1,1,0,0,6.9,0,1,2025-02-13,"Complete",196.609245275613
"HH03667",168,"Namibia","Urban",3,50,"Male","Secondary",2324,1,1,1,1,1,8.7,0,1,2025-01-02,"Complete",78.4003961249255
"HH03668",88,"South Africa","Rural",3,61,"Female","Primary",2575,1,0,0,0,1,3.6,0,2,2025-01-29,"Refused",61.7789203301072
"HH03669",154,"Zimbabwe","Rural",7,51,"Male","Tertiary",7870,2,1,0,0,0,3.7,0,0,2025-01-29,"Complete",110.640872793738
"HH03670",206,"Botswana","Urban",2,24,"Male","No education",488,1,1,1,0,0,3.1,0,4,2025-01-10,"Partial",118.587868311442
"HH03671",174,"Zambia","Urban",5,32,"Female","Tertiary",9800,1,1,1,1,0,7.3,0,6,2025-03-26,"Refused",184.888893249445
"HH03672",193,"Zambia","Rural",4,49,"Female","Tertiary",1829,2,1,1,1,1,2.1,1,1,2025-01-15,"Complete",50.3578171948902
"HH03673",149,"South Africa","Urban",8,70,"Female","No education",2840,3,1,1,1,0,10.4,0,1,2025-01-24,"Complete",125.220060092397
"HH03674",119,"Zambia","Rural",2,27,"Male","Tertiary",9701,0,1,1,0,0,5.9,1,0,2025-01-07,"Complete",164.641277026385
"HH03675",157,"South Africa","Rural",3,58,"Male","Primary",1539,0,1,1,0,1,5.9,0,3,2025-03-01,"Complete",192.26236800896
"HH03676",108,"Namibia","Urban",6,35,"Male","Secondary",18885,2,1,1,1,0,6.5,1,4,2025-01-04,"Complete",183.119535446167
"HH03677",94,"Botswana","Rural",2,66,"Female","No education",1818,0,1,1,0,0,NA,0,2,2025-01-15,"Partial",51.2258765636943
"HH03678",54,"Botswana","Rural",5,59,"Male","Primary",8632,1,1,1,0,0,2.3,0,3,2025-02-14,"Complete",117.483797669411
"HH03679",91,"South Africa","Urban",3,26,"Female","No education",8013,1,1,1,0,1,1.1,1,2,2025-03-03,"Complete",182.928635226563
"HH03680",120,"Malawi","Rural",4,58,"Male","Secondary",12699,1,1,1,0,1,4.9,1,2,2025-01-09,"Complete",71.9330436550081
"HH03681",108,"Mozambique","Urban",7,37,"Female","Secondary",10138,1,1,1,0,0,1.3,0,1,2025-01-09,"Complete",178.160346427467
"HH03682",195,"South Africa","Urban",7,39,"Male","Secondary",5165,4,1,0,0,0,3.1,0,3,2025-02-17,"Complete",159.45781506598
"HH03683",94,"Botswana","Rural",6,36,"Female","Tertiary",5872,2,1,0,0,1,1.9,1,1,2025-01-19,"Partial",173.371335957199
"HH03684",93,"Malawi","Urban",6,55,"Female","Primary",5543,2,0,1,0,0,6.9,1,2,2025-01-02,"Partial",165.119507105555
"HH03685",239,"Zimbabwe","Urban",6,72,"Female","Secondary",3856,1,0,1,0,1,3.4,1,1,2025-01-23,"Complete",54.5274969772436
"HH03686",80,"South Africa","Rural",6,18,"Female","No education",4357,2,1,1,1,1,5.5,0,0,2025-03-04,"Complete",171.320238325279
"HH03687",202,"South Africa","Rural",7,39,"Male","Primary",10706,1,0,1,1,0,1.2,0,2,2025-01-08,"Complete",50.8566449629143
"HH03688",56,"Malawi","Rural",6,33,"Male","No education",8935,2,1,1,0,0,2.3,0,0,2025-01-10,"Complete",191.616361495107
"HH03689",90,"South Africa","Urban",7,30,"Female","No education",2047,4,0,0,1,0,1.6,0,3,2025-02-12,"Complete",166.099658503663
"HH03690",153,"Namibia","Rural",8,33,"Male","No education",1243,2,0,1,1,1,2.8,0,3,2025-02-24,"Complete",189.154461934231
"HH03691",169,"Mozambique","Rural",9,39,"Male","Secondary",1351,4,0,1,0,0,6.1,0,2,2025-03-02,"Complete",125.547115702648
"HH03692",206,"Zimbabwe","Rural",4,60,"Female","Secondary",2783,0,1,0,1,1,4.9,0,0,2025-01-12,"Complete",178.497689007781
"HH03693",212,"Malawi","Rural",5,35,"Male","Secondary",3831,1,1,0,0,0,2.5,1,2,2025-03-16,"Complete",124.242580705322
"HH03694",80,"Mozambique","Urban",3,32,"Male","Primary",3574,1,1,1,0,0,8.1,1,0,2025-02-16,"Complete",68.1172365439124
"HH03695",95,"South Africa","Rural",11,29,"Female","Secondary",13240,3,1,1,1,0,1.4,1,3,2025-03-28,"Complete",99.6122181182727
"HH03696",141,"Botswana","Urban",5,61,"Male","Secondary",7527,1,1,1,0,0,0.4,0,0,2025-03-13,"Partial",76.1282226536423
"HH03697",144,"South Africa","Urban",4,51,"Female","Secondary",19723,1,1,0,1,0,1.7,0,2,2025-01-21,"Complete",66.4356166613288
"HH03698",68,"Mozambique","Urban",7,60,"Female","Tertiary",6741,1,1,1,1,1,NA,1,2,2025-03-24,"Complete",100.483541470021
"HH03699",147,"Zimbabwe","Rural",4,46,"Male","No education",2037,1,0,1,0,0,5.6,1,3,2025-01-16,"Complete",88.1857819273137
"HH03700",189,"South Africa","Rural",2,55,"Female","No education",4074,0,1,0,0,0,2,0,2,2025-01-02,"Complete",149.728038266767
"HH03701",160,"Zambia","Rural",1,61,"Male","No education",1806,0,1,1,0,1,7.3,0,3,2025-03-03,"Partial",168.302602693439
"HH03702",20,"Malawi","Rural",7,41,"Male","Secondary",2960,4,1,1,0,0,4.2,1,2,2025-03-17,"Complete",158.361446624622
"HH03703",73,"Mozambique","Urban",6,82,"Female","Secondary",19516,2,0,1,0,0,3,0,2,2025-02-16,"Complete",82.4991408735514
"HH03704",90,"Zambia","Rural",1,62,"Female","Primary",1329,0,1,0,0,0,4,1,1,2025-03-30,"Refused",165.859916759655
"HH03705",49,"Zambia","Rural",5,36,"Male","No education",841,1,1,0,0,1,0.6,0,2,2025-03-14,"Complete",73.3324570115656
"HH03706",144,"Zambia","Rural",4,18,"Male","Tertiary",10711,2,1,1,0,0,3.1,0,3,2025-03-20,"Partial",86.4592707017437
"HH03707",50,"South Africa","Rural",7,70,"Male","Primary",3497,4,1,0,1,0,0.9,1,2,2025-02-18,"Complete",79.2527157813311
"HH03708",234,"Namibia","Rural",2,57,"Male","Primary",2017,1,1,1,0,0,4.1,1,3,2025-01-10,"Complete",60.6405479717068
"HH03709",3,"Mozambique","Rural",5,50,"Female","No education",798,3,1,0,0,1,2.3,0,1,2025-03-26,"Complete",76.42361887265
"HH03710",65,"South Africa","Rural",4,39,"Male","Secondary",2237,3,1,1,0,0,2,0,1,2025-02-11,"Complete",98.9092696341686
"HH03711",230,"Botswana","Urban",5,61,"Male",NA,23787,2,1,1,1,0,0.9,1,1,2025-02-26,"Complete",154.919035767671
"HH03712",242,"Mozambique","Urban",7,57,"Female","Tertiary",10241,1,1,0,1,1,6,1,1,2025-03-31,"Complete",128.543905366678
"HH03713",92,"Zimbabwe","Rural",3,58,"Male","Primary",2350,2,1,1,0,0,3.4,0,1,2025-03-02,"Complete",151.890536840074
"HH03714",88,"Zambia","Rural",5,34,"Female","Secondary",5765,2,1,1,1,0,0.6,0,4,2025-02-19,"Complete",99.3739068857394
"HH03715",86,"South Africa","Urban",5,73,"Male","No education",3377,1,0,1,0,0,3.1,1,0,2025-02-25,"Complete",93.5183762805536
"HH03716",159,"South Africa","Urban",5,74,"Male","Tertiary",12850,1,1,1,1,0,3.8,0,3,2025-03-10,"Complete",104.857161582913
"HH03717",243,"Tanzania","Urban",7,54,"Female","Secondary",2164,3,0,1,0,0,9.3,0,2,2025-03-06,"Complete",139.332792768255
"HH03718",146,"Zambia","Rural",4,50,"Male","Secondary",5354,1,1,1,1,0,2.2,0,2,2025-02-01,"Complete",157.525082898792
"HH03719",152,"Zambia","Rural",10,33,"Female","Secondary",4133,2,0,1,1,0,5.4,0,2,2025-03-15,"Complete",171.131856029388
"HH03720",49,"South Africa","Rural",7,32,"Male","Primary",1347,5,1,1,0,1,2.8,0,3,2025-02-01,"Complete",134.052458708175
"HH03721",207,"Tanzania","Rural",4,68,"Male","Primary",1914,0,1,1,0,0,1.1,1,3,2025-01-25,"Complete",196.501427073963
"HH03722",187,"Mozambique","Rural",5,57,"Male","Tertiary",6666,1,1,1,0,0,5.1,1,2,2025-03-03,"Complete",50.0208679703064
"HH03723",243,"Zambia","Urban",5,20,"Male","Tertiary",10549,1,1,1,1,0,4,0,0,2025-03-10,"Complete",109.535316284746
"HH03724",58,"South Africa","Rural",7,18,"Female","Secondary",3552,4,1,0,0,0,0.8,0,1,2025-01-09,"Complete",183.694983762689
"HH03725",115,"South Africa","Rural",9,58,"Female","Secondary",9764,2,1,1,0,1,3.2,0,1,2025-03-04,"Refused",55.3196953376755
"HH03726",103,"Tanzania","Rural",4,45,"Male",NA,5841,1,0,1,1,0,2.8,1,1,2025-03-16,"Complete",102.163355227094
"HH03727",189,"Zimbabwe","Rural",6,36,"Female","No education",265,3,1,1,1,1,7.6,1,1,2025-02-08,"Complete",119.881991413422
"HH03728",35,"Tanzania","Rural",8,29,"Male","No education",20098,3,0,1,1,0,2.4,0,3,2025-01-01,"Complete",64.5922020543367
"HH03729",141,"Tanzania","Rural",6,26,"Male","Secondary",NA,1,1,1,0,1,1.1,1,1,2025-03-05,"Complete",130.750118358992
"HH03730",84,"South Africa","Rural",2,54,"Male","Secondary",2106,0,1,1,1,1,10.2,1,1,2025-02-06,"Complete",53.6213508341461
"HH03731",176,"South Africa","Rural",3,42,"Male","Primary",807,0,1,1,0,0,5.6,1,2,2025-03-26,"Complete",145.553162368014
"HH03732",68,"Namibia","Rural",3,21,"Male","Secondary",14375,0,1,1,0,1,3.4,1,1,2025-02-15,"Complete",139.706847036723
"HH03733",139,"Zambia","Urban",2,55,"Female","Tertiary",32456,0,0,1,1,0,4.2,1,1,2025-02-16,"Complete",94.7506300755776
"HH03734",117,"Botswana","Urban",3,65,"Female","Tertiary",8744,0,1,1,1,0,3.3,0,2,2025-03-03,"Complete",55.769368133042
"HH03735",136,"Tanzania","Rural",5,37,"Female","Primary",3099,0,1,1,1,1,NA,0,0,2025-01-30,"Complete",143.61647045007
"HH03736",231,"Zambia","Rural",5,41,"Female","Primary",15900,0,0,1,0,0,8.4,1,0,2025-01-11,"Complete",172.215370088816
"HH03737",145,"South Africa","Urban",4,25,"Male",NA,4255,1,1,1,0,0,3.7,0,1,2025-03-23,"Complete",67.305662157014
"HH03738",201,"Mozambique","Rural",3,54,"Female","Primary",1315,0,1,1,1,0,0.4,0,0,2025-02-13,"Complete",169.863661855925
"HH03739",3,"Namibia","Rural",5,54,"Female","Tertiary",8595,2,1,1,0,0,4.8,0,2,2025-02-28,"Complete",79.8399942461401
"HH03740",7,"South Africa","Rural",4,31,"Female","Primary",2734,2,1,1,0,1,2,0,1,2025-03-03,"Complete",196.249513444491
"HH03741",38,"Botswana","Urban",5,57,"Female","Secondary",4522,2,1,0,0,1,5.7,0,2,2025-03-25,"Complete",145.258381590247
"HH03742",231,"Mozambique","Urban",2,55,"Female","Secondary",7728,0,1,1,1,1,1.3,1,2,2025-01-01,"Complete",177.655288320966
"HH03743",89,"Mozambique","Urban",4,87,"Female","Tertiary",8219,2,0,0,0,0,1.4,1,0,2025-02-06,"Complete",159.875668794848
"HH03744",120,"Zimbabwe","Rural",7,44,"Female","Tertiary",22064,2,1,1,0,1,2.1,0,3,2025-01-08,"Complete",162.0911733713
"HH03745",199,"Zimbabwe","Urban",2,54,"Male","Tertiary",27067,0,1,1,0,1,6.9,0,3,2025-02-07,"Complete",169.824212323874
"HH03746",197,"Namibia","Rural",3,39,"Male","Tertiary",16298,0,1,1,0,0,7.6,1,2,2025-02-21,"Complete",199.055051791947
"HH03747",245,"Botswana","Rural",4,34,"Female","Primary",3329,2,0,1,1,0,1.2,0,5,2025-02-23,"Complete",117.387494805735
"HH03748",202,"Botswana","Urban",2,56,"Male","Secondary",5552,1,1,1,1,1,0.3,1,5,2025-02-06,"Partial",99.9960110406391
"HH03749",24,"Botswana","Urban",6,35,"Male","Primary",3199,2,1,1,0,1,2.1,0,0,2025-01-29,"Complete",53.9847234846093
"HH03750",121,"Malawi","Rural",4,70,"Female","Primary",1234,1,1,1,1,0,2.2,1,5,2025-03-27,"Complete",85.9418433858082
"HH03751",197,"South Africa","Urban",5,59,"Female","Primary",4809,1,0,1,1,0,2.6,1,5,2025-02-14,"Complete",60.0828623399138
"HH03752",32,"Tanzania","Rural",3,31,"Male","Primary",11862,0,0,0,1,1,0.1,0,2,2025-01-18,"Complete",191.2660358008
"HH03753",61,"Mozambique","Urban",4,45,"Male","Primary",11979,3,1,1,0,1,1.2,1,1,2025-01-18,"Complete",106.365934992209
"HH03754",1,"Mozambique","Rural",5,47,"Female","Tertiary",3960,2,0,0,1,0,2.8,1,0,2025-03-13,"Complete",105.110086419154
"HH03755",95,"Namibia","Urban",4,60,"Male","No education",6428,1,1,0,0,0,2.4,0,2,2025-03-05,"Complete",111.922658327967
"HH03756",52,"Zimbabwe","Rural",2,52,"Female","Tertiary",13386,1,0,1,0,1,1.7,1,0,2025-01-07,"Complete",101.518435601611
"HH03757",74,"Malawi","Rural",3,31,"Male","Primary",12112,1,1,1,1,1,4.9,1,1,2025-01-12,"Complete",146.312483935617
"HH03758",164,"Mozambique","Rural",4,46,"Male","Secondary",9162,0,0,1,1,0,14.5,0,0,2025-02-02,"Complete",76.3341894838959
"HH03759",234,"Mozambique","Rural",3,82,"Male","Secondary",6249,1,0,1,0,0,0.9,0,1,2025-02-08,"Complete",88.9439448714256
"HH03760",242,"South Africa","Urban",7,61,"Male","Tertiary",11429,2,1,1,0,0,2.9,0,4,2025-03-31,"Complete",189.31072477717
"HH03761",178,"South Africa","Rural",2,46,"Male","Tertiary",7841,0,0,1,1,0,1.6,1,1,2025-01-13,"Refused",122.640530299395
"HH03762",226,"Namibia","Rural",4,38,"Male","Primary",7152,1,1,1,0,0,5.6,1,1,2025-03-27,"Complete",70.7080255728215
"HH03763",235,"Mozambique","Rural",8,33,"Male","Secondary",2434,2,1,0,0,1,10.5,0,2,2025-03-28,"Complete",134.775378752965
"HH03764",27,"Mozambique","Rural",2,44,"Male","Primary",1806,0,1,1,0,0,4.9,0,3,2025-01-11,"Complete",68.6425319872797
"HH03765",146,"Mozambique","Urban",4,45,"Female","Primary",3199,2,1,1,0,1,3.3,0,1,2025-01-13,"Complete",142.190766031854
"HH03766",130,"Malawi","Rural",5,42,"Female","Tertiary",7783,2,1,1,1,0,5.4,1,2,2025-01-13,"Complete",53.7344285054132
"HH03767",96,"Zimbabwe","Urban",5,52,"Male","No education",3223,3,1,1,0,0,2.5,0,2,2025-03-28,"Complete",107.310334220529
"HH03768",245,"Malawi","Rural",5,55,"Male","Tertiary",8502,2,0,1,0,1,5.8,1,4,2025-01-31,"Complete",131.522590399254
"HH03769",46,"South Africa","Urban",5,34,"Female","Secondary",8844,3,0,0,0,0,3.6,1,0,2025-02-10,"Complete",55.2957319305278
"HH03770",171,"South Africa","Rural",4,39,"Female","Primary",3432,2,1,1,0,0,2.2,1,1,2025-03-08,"Complete",112.382536230143
"HH03771",181,"Mozambique","Urban",4,56,"Female","Primary",2523,0,0,1,0,1,2.6,0,3,2025-03-05,"Complete",56.4490694436245
"HH03772",41,"Mozambique","Urban",7,51,"Female","Secondary",2270,4,1,1,0,0,2.4,0,2,2025-01-03,"Complete",145.836416876409
"HH03773",175,"South Africa","Rural",9,49,"Female","Secondary",6163,0,0,1,0,0,1.2,0,3,2025-01-25,"Refused",176.364926493261
"HH03774",185,"Malawi","Rural",4,75,"Female","Primary",2841,1,0,1,0,0,2.2,1,2,2025-01-19,"Refused",162.0490424335
"HH03775",159,"Zimbabwe","Urban",6,53,"Male","No education",3316,2,0,1,1,0,4.3,1,3,2025-01-31,"Complete",124.970746145118
"HH03776",94,"Zambia","Urban",4,23,"Male","Tertiary",2730,1,1,1,0,1,0.5,0,5,2025-03-08,"Partial",145.95733480528
"HH03777",240,"South Africa","Rural",4,67,"Male","Tertiary",10273,1,0,1,0,0,1.4,1,1,2025-03-07,"Partial",123.161632905249
"HH03778",3,"Mozambique","Urban",8,59,"Male","Secondary",16070,1,1,1,1,1,2.5,1,3,2025-02-25,"Complete",184.727440332063
"HH03779",71,"Botswana","Urban",6,35,"Female","Secondary",2030,3,1,0,0,1,3.1,1,3,2025-02-13,"Complete",157.885033567436
"HH03780",74,"South Africa","Urban",4,38,"Male","No education",4477,1,0,1,0,0,5.1,1,2,2025-03-11,"Complete",149.362609360833
"HH03781",121,"Mozambique","Urban",7,49,"Male","Primary",10254,1,0,0,1,1,1.6,0,0,2025-02-20,"Complete",84.2367249424569
"HH03782",137,"Malawi","Rural",6,37,"Male","Tertiary",4337,2,1,1,1,1,1.4,0,2,2025-03-16,"Complete",133.669858635403
"HH03783",236,"South Africa","Rural",3,60,"Female","No education",4898,0,1,1,1,0,1.9,0,2,2025-03-24,"Complete",184.454194304999
"HH03784",194,"Mozambique","Rural",5,52,"Male","Secondary",3922,2,0,1,1,0,1,0,1,2025-02-22,"Complete",184.81747758342
"HH03785",213,"South Africa","Urban",3,51,"Female","No education",3236,2,1,0,1,0,7.5,1,0,2025-01-19,"Complete",193.536653870251
"HH03786",198,"South Africa","Urban",6,31,"Female","No education",4679,2,1,1,1,0,1.4,0,1,2025-01-14,"Complete",63.8063613325357
"HH03787",18,"Namibia","Rural",9,33,"Female","No education",1438,3,1,1,1,0,5.7,0,2,2025-01-15,"Complete",93.3433388825506
"HH03788",245,"Zimbabwe","Urban",6,60,"Male","No education",842,2,1,0,0,1,3.6,0,5,2025-02-14,"Complete",155.468031112105
"HH03789",246,"Zimbabwe","Rural",2,25,"Female","Secondary",8972,1,1,1,1,0,5.5,0,1,2025-02-07,"Complete",163.308885123115
"HH03790",2,"Zambia","Rural",4,55,"Male","Primary",822,0,1,1,0,0,10.3,0,4,2025-03-20,"Complete",197.894207271747
"HH03791",42,"Malawi","Rural",5,53,"Male","Primary",1486,2,1,1,0,1,3.4,0,3,2025-01-26,"Complete",115.303350402974
"HH03792",59,"Botswana","Urban",10,28,"Male","Tertiary",12990,2,0,1,0,0,4.3,0,3,2025-02-18,"Complete",78.4197553875856
"HH03793",93,"Zimbabwe","Rural",6,50,"Female","Secondary",7031,2,1,0,0,0,3.3,0,1,2025-02-24,"Complete",58.7975878384896
"HH03794",145,"Mozambique","Urban",4,40,"Female","Primary",9423,1,1,0,0,0,5.8,0,1,2025-01-04,"Complete",139.189261966385
"HH03795",90,"Namibia","Rural",8,18,"Male","Primary",5260,4,1,1,1,1,3.8,1,0,2025-02-10,"Partial",67.694200493861
"HH03796",22,"Zimbabwe","Rural",3,42,"Male","Tertiary",3339,2,1,1,0,0,2.8,0,0,2025-02-09,"Complete",126.373768923804
"HH03797",48,"South Africa","Rural",4,63,"Female","Primary",6183,1,1,0,0,0,2.3,0,0,2025-01-08,"Complete",88.1406622822396
"HH03798",69,"Tanzania","Urban",4,60,"Female","Secondary",12149,2,1,1,0,1,2.2,0,0,2025-02-17,"Complete",61.0760098788887
"HH03799",57,"Tanzania","Urban",5,69,"Female","Tertiary",17742,2,0,1,1,0,2.2,1,3,2025-01-26,"Complete",127.307937061414
"HH03800",61,"South Africa","Rural",4,24,"Male","Secondary",4177,0,1,1,1,1,6.1,1,0,2025-03-20,"Complete",186.092678713612
"HH03801",114,"Zimbabwe","Rural",4,36,"Female","Secondary",6991,1,1,1,1,0,6.5,0,3,2025-01-25,"Complete",189.370692300145
"HH03802",72,"Tanzania","Rural",6,24,"Female","Primary",1647,3,0,0,0,1,4.2,1,1,2025-01-16,"Complete",193.585372006055
"HH03803",155,"Namibia","Rural",6,49,"Male","Primary",3797,1,0,1,1,0,0.8,1,2,2025-01-05,"Complete",156.79706815863
"HH03804",212,"Zimbabwe","Urban",6,71,"Male","Secondary",9489,0,1,1,1,0,10.7,1,0,2025-02-18,"Complete",79.8057869309559
"HH03805",157,"Mozambique","Rural",4,43,"Male","Tertiary",5067,1,1,1,1,1,3.5,0,3,2025-02-09,"Complete",101.220170955639
"HH03806",49,"South Africa","Rural",3,58,"Female","Primary",4363,0,0,0,0,0,3.5,0,1,2025-01-01,"Refused",160.998087737244
"HH03807",133,"South Africa","Rural",7,43,"Female","Primary",2614,3,1,1,0,1,0.2,0,1,2025-03-10,"Partial",51.9325296394527
"HH03808",109,"Zambia","Rural",7,69,"Female","Tertiary",8417,0,1,1,0,0,0.6,1,3,2025-01-19,"Complete",173.029808746651
"HH03809",84,"South Africa","Rural",4,41,"Female","Tertiary",4591,2,1,1,1,0,3.5,1,2,2025-02-15,"Complete",160.512701957487
"HH03810",74,"Zimbabwe","Rural",4,50,"Male","Primary",7002,1,1,0,0,0,1.2,0,1,2025-03-08,"Complete",151.707483653445
"HH03811",164,"Tanzania","Rural",3,18,"Male","Tertiary",10195,2,0,1,0,1,2.6,0,0,2025-01-29,"Partial",195.864221802913
"HH03812",85,"Mozambique","Rural",7,69,"Male","Secondary",5125,2,1,1,0,0,7.8,0,2,2025-01-12,"Complete",72.8530053398572
"HH03813",180,"Namibia","Rural",6,47,"Male","Tertiary",2760,3,1,1,1,0,7.1,1,0,2025-01-04,"Complete",107.148649159353
"HH03814",191,"Namibia","Rural",6,52,"Female","Primary",3350,2,1,1,1,0,2.4,1,3,2025-03-20,"Complete",136.687351914588
"HH03815",193,"Zimbabwe","Urban",5,50,"Male","Primary",8834,2,1,0,0,0,4.8,1,3,2025-02-28,"Complete",61.656038207002
