"id","province","area","psu_id","income","household_size","has_electricity","employment_status","education_years","dwelling_type","water_access","internet_access","health_insurance","chronic_illness","known_pop_province","known_pop_area","stratum","psu_size"
8565,"KZN","Urban",144,63280,4,1,"Employed",19,"Formal","Well",1,0,0,11500000,24500000,"KZN_Urban",44
8566,"KZN","Rural",5,33936,4,1,"Not in Labor Force",5,"Informal","Well",0,1,0,11500000,13300000,"KZN_Rural",43
8567,"KZN","Rural",181,27059,4,1,"Not in Labor Force",8,"Formal","Piped",0,0,0,11500000,13300000,"KZN_Rural",43
8568,"Gauteng","Rural",128,7192.8,2,1,"Not in Labor Force",9,"Traditional","Well",1,1,1,15800000,13300000,"Gauteng_Rural",40
8569,"Gauteng","Rural",14,18400.8,3,1,"Employed",12,"Informal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",46
8570,"Gauteng","Urban",78,33681.6,6,1,"Employed",11,"Formal","Well",1,0,0,15800000,24500000,"Gauteng_Urban",56
8571,"Gauteng","Urban",47,14916.6,9,1,"Not in Labor Force",10,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",50
8572,"Limpopo","Urban",51,5999,5,1,"Employed",11,"Formal","Well",1,1,1,5800000,24500000,"Limpopo_Urban",49
8573,"Western Cape","Urban",66,25001.9,2,1,"Employed",9,"Informal","Public_Tap",0,0,1,4700000,24500000,"Western Cape_Urban",47
8574,"KZN","Urban",42,25284.8,4,1,"Unemployed",11,"Formal","Piped",0,1,0,11500000,24500000,"KZN_Urban",54
8575,"Gauteng","Urban",94,12106.8,4,1,"Employed",6,"Informal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",52
8576,"Gauteng","Urban",23,55440,7,0,"Not in Labor Force",8,"Traditional","Other",0,0,1,15800000,24500000,"Gauteng_Urban",52
8577,"Gauteng","Rural",8,41406,4,1,"Employed",8,"Traditional","Well",1,1,0,15800000,13300000,"Gauteng_Rural",51
8578,"Gauteng","Rural",144,25050,3,0,"Unemployed",9,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",44
8579,"KZN","Urban",170,3126.4,3,1,"Employed",13,"Formal","Piped",0,0,1,11500000,24500000,"KZN_Urban",52
8580,"Gauteng","Rural",129,36512.4,4,1,"Employed",6,"Informal","Public_Tap",0,0,1,15800000,13300000,"Gauteng_Rural",55
8581,"Gauteng","Urban",136,34925.4,3,1,"Unemployed",10,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",49
8582,"Gauteng","Urban",115,9759.6,4,1,"Not in Labor Force",12,"Formal","Public_Tap",1,1,0,15800000,24500000,"Gauteng_Urban",68
8583,"KZN","Urban",85,4300.8,4,1,"Not in Labor Force",6,"Formal","Public_Tap",1,0,0,11500000,24500000,"KZN_Urban",52
8584,"KZN","Urban",4,26100.8,2,0,"Employed",9,"Informal","Well",1,0,1,11500000,24500000,"KZN_Urban",46
8585,"Limpopo","Rural",190,20119.5,3,0,"Not in Labor Force",4,"Formal","Piped",1,0,0,5800000,13300000,"Limpopo_Rural",37
8586,"Western Cape","Rural",155,41908.9,6,1,"Employed",10,"Formal","Well",0,0,0,4700000,13300000,"Western Cape_Rural",41
8587,"Limpopo","Urban",53,20073.2,2,1,"Not in Labor Force",12,"Formal","Piped",0,0,0,5800000,24500000,"Limpopo_Urban",50
8588,"KZN","Urban",115,19580.8,7,0,"Unemployed",14,"Formal","Piped",0,1,1,11500000,24500000,"KZN_Urban",68
8589,"Western Cape","Rural",84,74558,5,1,"Employed",7,"Formal","Public_Tap",0,0,1,4700000,13300000,"Western Cape_Rural",57
8590,"Western Cape","Urban",76,81923,1,1,"Not in Labor Force",7,"Formal","Other",0,1,0,4700000,24500000,"Western Cape_Urban",42
8591,"Gauteng","Urban",68,75319.2,4,1,"Unemployed",12,"Informal","Well",1,1,0,15800000,24500000,"Gauteng_Urban",58
8592,"KZN","Urban",122,469555.2,2,0,"Not in Labor Force",13,"Informal","Public_Tap",0,0,0,11500000,24500000,"KZN_Urban",54
8593,"Gauteng","Urban",177,10998,6,1,"Not in Labor Force",9,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",53
8594,"Gauteng","Urban",182,6316.2,5,0,"Not in Labor Force",17,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",44
8595,"Gauteng","Urban",127,182242.8,4,1,"Employed",12,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",49
8596,"Gauteng","Urban",169,185430.6,4,1,"Employed",8,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",46
8597,"KZN","Urban",179,90529.6,3,1,"Employed",12,"Informal","Well",1,1,0,11500000,24500000,"KZN_Urban",62
8598,"Gauteng","Urban",190,118080,4,0,"Not in Labor Force",9,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",37
8599,"Gauteng","Rural",71,259380,2,1,"Not in Labor Force",9,"Formal","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",55
8600,"Gauteng","Rural",115,12152.4,3,0,"Employed",10,"Traditional","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",68
8601,"Limpopo","Rural",35,31212,7,1,"Unemployed",9,"Formal","Piped",1,0,0,5800000,13300000,"Limpopo_Rural",43
8602,"Limpopo","Rural",81,2812.5,2,1,"Not in Labor Force",9,"Traditional","Well",0,1,0,5800000,13300000,"Limpopo_Rural",52
8603,"Limpopo","Urban",89,15799,4,1,"Not in Labor Force",15,"Traditional","Piped",0,1,0,5800000,24500000,"Limpopo_Urban",68
8604,"KZN","Rural",115,5821,5,1,"Employed",12,"Formal","Well",1,0,0,11500000,13300000,"KZN_Rural",68
8605,"Western Cape","Rural",101,2995.3,5,1,"Not in Labor Force",11,"Formal","Well",1,0,0,4700000,13300000,"Western Cape_Rural",47
8606,"KZN","Urban",8,67961.6,3,0,"Employed",6,"Formal","Well",0,1,0,11500000,24500000,"KZN_Urban",51
8607,"KZN","Urban",199,155188.8,3,1,"Not in Labor Force",12,"Formal","Well",1,0,0,11500000,24500000,"KZN_Urban",51
8608,"Limpopo","Urban",200,8356.6,3,1,"Unemployed",8,"Traditional","Piped",0,1,1,5800000,24500000,"Limpopo_Urban",52
8609,"Gauteng","Rural",93,2964,4,0,"Employed",10,"Formal","Public_Tap",1,1,0,15800000,13300000,"Gauteng_Rural",55
8610,"Gauteng","Rural",143,14305.2,5,0,"Employed",7,"Formal","Public_Tap",0,1,1,15800000,13300000,"Gauteng_Rural",60
8611,"Gauteng","Urban",126,91609.2,5,0,"Employed",6,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",52
8612,"Gauteng","Rural",23,96578.4,5,0,"Unemployed",9,"Informal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",52
8613,"Limpopo","Urban",171,120148,4,1,"Employed",7,"Formal","Piped",1,1,0,5800000,24500000,"Limpopo_Urban",50
8614,"Limpopo","Urban",131,519887.2,5,0,"Not in Labor Force",4,"Formal","Well",0,1,0,5800000,24500000,"Limpopo_Urban",54
8615,"KZN","Urban",195,19659.2,6,1,"Employed",5,"Informal","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",51
8616,"KZN","Urban",102,37230.4,7,1,"Unemployed",11,"Formal","Piped",1,0,1,11500000,24500000,"KZN_Urban",43
8617,"Limpopo","Urban",161,14114.8,9,1,"Not in Labor Force",9,"Informal","Piped",1,0,1,5800000,24500000,"Limpopo_Urban",45
8618,"KZN","Urban",115,110374.4,4,1,"Employed",8,"Formal","Piped",1,1,0,11500000,24500000,"KZN_Urban",68
8619,"Western Cape","Urban",140,37595.5,4,1,"Not in Labor Force",7,"Formal","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",54
8620,"Limpopo","Urban",164,7725.2,3,0,"Employed",14,"Informal","Public_Tap",0,0,0,5800000,24500000,"Limpopo_Urban",45
8621,"Gauteng","Urban",142,169709.4,10,1,"Not in Labor Force",11,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",49
8622,"Gauteng","Urban",180,17501.4,3,0,"Not in Labor Force",11,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",41
8623,"Gauteng","Rural",115,29262,2,1,"Employed",6,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",68
8624,"Gauteng","Rural",27,17078.4,5,1,"Employed",12,"Traditional","Public_Tap",0,0,1,15800000,13300000,"Gauteng_Rural",52
8625,"Limpopo","Urban",198,56926.8,9,1,"Unemployed",13,"Formal","Piped",0,0,0,5800000,24500000,"Limpopo_Urban",43
8626,"KZN","Urban",13,15387.2,5,1,"Employed",11,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",50
8627,"Western Cape","Urban",105,15719.9,6,1,"Employed",16,"Formal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",60
8628,"Western Cape","Urban",91,30523.5,8,1,"Not in Labor Force",10,"Traditional","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",49
8629,"Gauteng","Rural",192,131961.6,7,1,"Not in Labor Force",8,"Formal","Public_Tap",1,1,0,15800000,13300000,"Gauteng_Rural",48
8630,"KZN","Urban",145,10627.2,4,1,"Unemployed",7,"Formal","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",58
8631,"Limpopo","Rural",46,5337.9,5,0,"Employed",8,"Formal","Piped",0,0,0,5800000,13300000,"Limpopo_Rural",57
8632,"KZN","Urban",115,53822.4,6,1,"Employed",12,"Informal","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",68
8633,"Gauteng","Urban",65,10927.8,2,0,"Employed",10,"Informal","Public_Tap",0,1,0,15800000,24500000,"Gauteng_Urban",42
8634,"Western Cape","Urban",98,28041.5,9,1,"Employed",12,"Formal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",59
8635,"Gauteng","Rural",20,72692.4,4,1,"Not in Labor Force",9,"Formal","Well",1,0,1,15800000,13300000,"Gauteng_Rural",53
8636,"Gauteng","Urban",120,247786.2,5,1,"Not in Labor Force",8,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",52
8637,"KZN","Rural",83,13300,5,1,"Not in Labor Force",9,"Formal","Piped",0,0,0,11500000,13300000,"KZN_Rural",59
8638,"Gauteng","Rural",33,12034.8,3,1,"Not in Labor Force",11,"Informal","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",46
8639,"Gauteng","Urban",157,159049.8,4,0,"Employed",9,"Formal","Public_Tap",0,0,1,15800000,24500000,"Gauteng_Urban",63
8640,"Western Cape","Rural",40,11754.6,4,1,"Employed",9,"Formal","Piped",1,1,0,4700000,13300000,"Western Cape_Rural",52
8641,"KZN","Urban",28,52547.2,4,1,"Not in Labor Force",10,"Informal","Piped",1,1,0,11500000,24500000,"KZN_Urban",52
8642,"Limpopo","Rural",167,44416.8,4,1,"Unemployed",7,"Formal","Public_Tap",0,1,0,5800000,13300000,"Limpopo_Rural",57
8643,"Western Cape","Urban",143,175538.6,4,1,"Not in Labor Force",12,"Formal","Public_Tap",1,0,0,4700000,24500000,"Western Cape_Urban",60
8644,"Gauteng","Urban",113,73053,4,1,"Not in Labor Force",6,"Informal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",50
8645,"Gauteng","Rural",8,15268.8,6,1,"Not in Labor Force",13,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",51
8646,"Western Cape","Urban",88,27351.3,4,0,"Not in Labor Force",11,"Formal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",47
8647,"KZN","Urban",137,6456,4,1,"Unemployed",6,"Traditional","Piped",1,0,0,11500000,24500000,"KZN_Urban",61
8648,"Gauteng","Rural",128,90579.6,1,1,"Employed",10,"Informal","Public_Tap",1,1,0,15800000,13300000,"Gauteng_Rural",40
8649,"Western Cape","Urban",169,620421.8,5,0,"Unemployed",8,"Formal","Public_Tap",1,0,0,4700000,24500000,"Western Cape_Urban",46
8650,"KZN","Rural",1,60215,6,1,"Not in Labor Force",8,"Formal","Public_Tap",1,1,0,11500000,13300000,"KZN_Rural",41
8651,"KZN","Urban",149,34120,5,1,"Not in Labor Force",11,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",53
8652,"Gauteng","Urban",42,65086.2,3,0,"Employed",7,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",54
8653,"Gauteng","Urban",31,95040,6,0,"Not in Labor Force",6,"Formal","Piped",1,0,1,15800000,24500000,"Gauteng_Urban",50
8654,"KZN","Urban",65,8995.2,4,1,"Not in Labor Force",8,"Informal","Piped",1,1,1,11500000,24500000,"KZN_Urban",42
8655,"Western Cape","Rural",40,5512.1,8,1,"Employed",8,"Traditional","Public_Tap",1,0,0,4700000,13300000,"Western Cape_Rural",52
8656,"Gauteng","Urban",3,83197.8,3,1,"Not in Labor Force",14,"Formal","Piped",0,0,1,15800000,24500000,"Gauteng_Urban",54
8657,"Western Cape","Rural",22,8676.8,6,1,"Not in Labor Force",12,"Informal","Piped",0,1,1,4700000,13300000,"Western Cape_Rural",53
8658,"KZN","Urban",35,9707.2,3,0,"Not in Labor Force",7,"Formal","Public_Tap",0,0,1,11500000,24500000,"KZN_Urban",43
8659,"Western Cape","Rural",8,12629.1,7,0,"Unemployed",14,"Formal","Piped",1,0,0,4700000,13300000,"Western Cape_Rural",51
8660,"Gauteng","Urban",124,9203.4,2,1,"Employed",12,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",55
8661,"Western Cape","Urban",94,33688.9,5,1,"Not in Labor Force",7,"Formal","Piped",0,1,0,4700000,24500000,"Western Cape_Urban",52
8662,"Gauteng","Rural",18,14408.4,4,1,"Employed",8,"Traditional","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",62
8663,"Western Cape","Urban",94,6766,8,1,"Not in Labor Force",10,"Formal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",52
8664,"Limpopo","Urban",57,5220.6,4,1,"Employed",11,"Formal","Public_Tap",1,1,1,5800000,24500000,"Limpopo_Urban",49
8665,"Gauteng","Urban",72,144462.6,8,1,"Unemployed",12,"Formal","Well",1,1,0,15800000,24500000,"Gauteng_Urban",27
8666,"Western Cape","Urban",74,63802.7,5,1,"Not in Labor Force",9,"Informal","Other",0,0,1,4700000,24500000,"Western Cape_Urban",46
8667,"Gauteng","Rural",78,377493.6,7,1,"Not in Labor Force",7,"Formal","Public_Tap",0,0,0,15800000,13300000,"Gauteng_Rural",56
8668,"KZN","Urban",52,5809.6,6,1,"Not in Labor Force",9,"Formal","Well",0,0,0,11500000,24500000,"KZN_Urban",73
8669,"Western Cape","Urban",159,132197.1,6,1,"Employed",8,"Formal","Well",1,1,0,4700000,24500000,"Western Cape_Urban",58
8670,"Gauteng","Rural",157,13161.6,7,1,"Employed",2,"Informal","Piped",1,1,0,15800000,13300000,"Gauteng_Rural",63
8671,"Gauteng","Urban",16,92500.2,4,1,"Unemployed",10,"Informal","Well",0,0,0,15800000,24500000,"Gauteng_Urban",53
8672,"KZN","Urban",128,167230.4,4,1,"Not in Labor Force",10,"Formal","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",40
8673,"Gauteng","Urban",23,135725.4,3,0,"Not in Labor Force",7,"Informal","Public_Tap",0,0,1,15800000,24500000,"Gauteng_Urban",52
8674,"Limpopo","Urban",154,96514.6,7,1,"Employed",10,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",46
8675,"Gauteng","Rural",21,475909.2,6,0,"Unemployed",12,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",60
8676,"Gauteng","Urban",36,75808.8,4,1,"Unemployed",9,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",45
8677,"Western Cape","Urban",161,35322.6,6,0,"Employed",9,"Formal","Piped",0,0,0,4700000,24500000,"Western Cape_Urban",45
8678,"Gauteng","Urban",39,5974.2,5,1,"Employed",10,"Formal","Piped",0,0,1,15800000,24500000,"Gauteng_Urban",57
8679,"KZN","Rural",161,1509,4,1,"Not in Labor Force",6,"Formal","Piped",0,1,0,11500000,13300000,"KZN_Rural",45
8680,"Gauteng","Urban",179,65817,7,0,"Employed",11,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",62
8681,"KZN","Rural",21,7144,3,0,"Unemployed",11,"Formal","Piped",0,1,0,11500000,13300000,"KZN_Rural",60
8682,"Gauteng","Urban",115,37913.4,7,0,"Not in Labor Force",13,"Formal","Public_Tap",0,0,1,15800000,24500000,"Gauteng_Urban",68
8683,"Gauteng","Urban",53,21704.4,6,1,"Employed",9,"Formal","Well",1,1,0,15800000,24500000,"Gauteng_Urban",50
8684,"KZN","Rural",106,14024,3,0,"Unemployed",11,"Formal","Public_Tap",1,0,1,11500000,13300000,"KZN_Rural",49
8685,"Western Cape","Urban",196,17593.3,4,1,"Unemployed",16,"Formal","Public_Tap",1,0,0,4700000,24500000,"Western Cape_Urban",47
8686,"Gauteng","Urban",24,224604,4,0,"Employed",6,"Informal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",59
8687,"KZN","Urban",36,5665.6,5,1,"Employed",10,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",45
8688,"Western Cape","Rural",36,53979.2,7,1,"Unemployed",15,"Informal","Piped",0,1,0,4700000,13300000,"Western Cape_Rural",45
8689,"Western Cape","Rural",62,28305.2,5,1,"Not in Labor Force",6,"Formal","Piped",0,0,0,4700000,13300000,"Western Cape_Rural",51
8690,"Gauteng","Urban",109,93000.6,2,1,"Employed",10,"Formal","Public_Tap",0,0,1,15800000,24500000,"Gauteng_Urban",56
8691,"KZN","Rural",18,219090,4,1,"Not in Labor Force",13,"Formal","Piped",1,0,0,11500000,13300000,"KZN_Rural",62
8692,"Western Cape","Urban",30,43231,3,1,"Employed",9,"Informal","Well",1,0,0,4700000,24500000,"Western Cape_Urban",49
8693,"KZN","Urban",178,76811.2,2,0,"Employed",5,"Traditional","Public_Tap",0,0,0,11500000,24500000,"KZN_Urban",48
8694,"Western Cape","Rural",172,20331.3,3,1,"Employed",12,"Informal","Public_Tap",0,0,0,4700000,13300000,"Western Cape_Rural",60
8695,"Limpopo","Urban",178,23132.2,2,1,"Employed",11,"Formal","Piped",1,1,1,5800000,24500000,"Limpopo_Urban",48
8696,"Gauteng","Urban",49,157705.2,6,0,"Employed",16,"Formal","Piped",0,0,1,15800000,24500000,"Gauteng_Urban",51
8697,"Gauteng","Urban",168,99936,2,0,"Unemployed",8,"Formal","Public_Tap",1,1,0,15800000,24500000,"Gauteng_Urban",61
8698,"KZN","Urban",70,3945.6,3,1,"Not in Labor Force",18,"Formal","Piped",1,1,0,11500000,24500000,"KZN_Urban",57
8699,"Limpopo","Urban",125,196009.8,6,0,"Employed",4,"Formal","Piped",1,1,1,5800000,24500000,"Limpopo_Urban",48
8700,"Gauteng","Urban",29,45716.4,5,1,"Employed",8,"Formal","Public_Tap",0,0,0,15800000,24500000,"Gauteng_Urban",50
8701,"Limpopo","Rural",187,69902.1,4,0,"Unemployed",11,"Informal","Public_Tap",1,1,0,5800000,13300000,"Limpopo_Rural",43
8702,"Gauteng","Rural",139,33550.8,6,0,"Employed",5,"Formal","Well",0,1,0,15800000,13300000,"Gauteng_Rural",52
8703,"Limpopo","Urban",126,9287.6,3,1,"Not in Labor Force",4,"Formal","Public_Tap",1,0,0,5800000,24500000,"Limpopo_Urban",52
8704,"Limpopo","Urban",43,64983.8,3,1,"Employed",6,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",55
8705,"KZN","Urban",9,75585.6,5,0,"Not in Labor Force",6,"Formal","Other",0,0,0,11500000,24500000,"KZN_Urban",49
8706,"Western Cape","Rural",87,35192.3,3,1,"Not in Labor Force",11,"Formal","Well",1,0,0,4700000,13300000,"Western Cape_Rural",47
8707,"Gauteng","Urban",132,71627.4,5,1,"Employed",11,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",67
8708,"Western Cape","Urban",122,17799,6,1,"Employed",6,"Formal","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",54
8709,"KZN","Urban",141,2204.8,6,1,"Not in Labor Force",10,"Traditional","Piped",0,1,0,11500000,24500000,"KZN_Urban",51
8710,"Gauteng","Urban",127,456811.2,5,1,"Unemployed",6,"Formal","Public_Tap",0,1,0,15800000,24500000,"Gauteng_Urban",49
8711,"Western Cape","Rural",48,26258.1,4,0,"Not in Labor Force",9,"Informal","Piped",0,1,1,4700000,13300000,"Western Cape_Rural",60
8712,"Western Cape","Urban",146,192545.4,5,1,"Unemployed",6,"Formal","Piped",0,0,1,4700000,24500000,"Western Cape_Urban",41
8713,"Gauteng","Urban",114,57492,5,1,"Not in Labor Force",9,"Formal","Piped",1,1,1,15800000,24500000,"Gauteng_Urban",62
8714,"Gauteng","Urban",67,22096.8,4,1,"Unemployed",11,"Informal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",40
8715,"Western Cape","Urban",41,386823.1,5,0,"Employed",9,"Formal","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",46
8716,"Gauteng","Rural",81,78043.2,3,1,"Employed",6,"Formal","Public_Tap",0,1,0,15800000,13300000,"Gauteng_Rural",52
8717,"KZN","Rural",132,29104,3,0,"Unemployed",8,"Formal","Piped",0,1,1,11500000,13300000,"KZN_Rural",67
8718,"Gauteng","Urban",168,44130.6,8,1,"Not in Labor Force",13,"Formal","Piped",1,1,1,15800000,24500000,"Gauteng_Urban",61
8719,"Gauteng","Urban",2,16106.4,1,1,"Not in Labor Force",6,"Formal","Public_Tap",1,0,1,15800000,24500000,"Gauteng_Urban",45
8720,"Gauteng","Rural",153,65442,7,1,"Not in Labor Force",14,"Formal","Well",0,1,0,15800000,13300000,"Gauteng_Rural",48
8721,"Gauteng","Rural",66,41322,3,1,"Not in Labor Force",5,"Formal","Piped",1,1,0,15800000,13300000,"Gauteng_Rural",47
8722,"KZN","Urban",130,197921.6,9,1,"Not in Labor Force",5,"Formal","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",67
8723,"Gauteng","Rural",1,20671.2,4,1,"Not in Labor Force",8,"Informal","Piped",0,1,1,15800000,13300000,"Gauteng_Rural",41
8724,"Gauteng","Rural",33,40059.6,5,0,"Not in Labor Force",7,"Informal","Public_Tap",0,1,0,15800000,13300000,"Gauteng_Rural",46
8725,"KZN","Urban",144,36388.8,7,1,"Unemployed",11,"Formal","Piped",1,1,1,11500000,24500000,"KZN_Urban",44
8726,"Gauteng","Urban",101,150467.4,3,0,"Employed",10,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",47
8727,"KZN","Urban",147,22726.4,3,0,"Employed",7,"Traditional","Piped",0,1,0,11500000,24500000,"KZN_Urban",54
8728,"KZN","Urban",132,753739.2,4,0,"Employed",6,"Formal","Piped",0,1,1,11500000,24500000,"KZN_Urban",67
8729,"KZN","Urban",96,11176,6,1,"Employed",9,"Formal","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",52
8730,"KZN","Rural",181,9207,2,1,"Unemployed",9,"Formal","Piped",1,0,0,11500000,13300000,"KZN_Rural",43
8731,"Gauteng","Rural",99,26182.8,7,1,"Employed",8,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",45
8732,"Western Cape","Urban",13,44166,7,1,"Unemployed",14,"Formal","Well",1,0,0,4700000,24500000,"Western Cape_Urban",50
8733,"KZN","Urban",131,54526.4,4,1,"Not in Labor Force",7,"Formal","Well",0,1,0,11500000,24500000,"KZN_Urban",54
8734,"Limpopo","Urban",193,46774,1,1,"Unemployed",14,"Formal","Piped",0,1,1,5800000,24500000,"Limpopo_Urban",43
8735,"Western Cape","Urban",58,39397.5,7,1,"Employed",13,"Formal","Piped",0,0,0,4700000,24500000,"Western Cape_Urban",45
8736,"KZN","Urban",39,210667.2,9,1,"Not in Labor Force",7,"Formal","Well",1,0,0,11500000,24500000,"KZN_Urban",57
8737,"KZN","Urban",174,35017.6,4,0,"Employed",9,"Formal","Piped",1,1,0,11500000,24500000,"KZN_Urban",40
8738,"Gauteng","Rural",95,81872.4,4,1,"Not in Labor Force",3,"Informal","Well",1,1,0,15800000,13300000,"Gauteng_Rural",46
8739,"Western Cape","Urban",133,96004.1,3,1,"Employed",9,"Formal","Other",0,0,0,4700000,24500000,"Western Cape_Urban",49
8740,"Limpopo","Urban",29,40129.6,4,0,"Not in Labor Force",10,"Formal","Well",1,0,0,5800000,24500000,"Limpopo_Urban",50
8741,"Limpopo","Rural",170,20162.7,2,1,"Unemployed",11,"Formal","Well",1,0,0,5800000,13300000,"Limpopo_Rural",52
8742,"Gauteng","Urban",52,41025.6,5,1,"Not in Labor Force",14,"Informal","Well",0,0,1,15800000,24500000,"Gauteng_Urban",73
8743,"Gauteng","Rural",64,36926.4,7,1,"Not in Labor Force",9,"Informal","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",64
8744,"Limpopo","Urban",77,11627,6,0,"Employed",9,"Formal","Piped",0,1,0,5800000,24500000,"Limpopo_Urban",47
8745,"Gauteng","Rural",146,39552,10,0,"Employed",13,"Formal","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",41
8746,"Limpopo","Urban",136,21250.6,2,1,"Not in Labor Force",13,"Traditional","Public_Tap",0,1,0,5800000,24500000,"Limpopo_Urban",49
8747,"Western Cape","Urban",82,111054.2,5,1,"Not in Labor Force",11,"Formal","Piped",0,0,1,4700000,24500000,"Western Cape_Urban",51
8748,"KZN","Rural",90,466687,2,1,"Unemployed",9,"Informal","Public_Tap",1,1,0,11500000,13300000,"KZN_Rural",50
8749,"Gauteng","Rural",200,33032.4,4,0,"Unemployed",14,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",52
8750,"Western Cape","Urban",77,214251,5,1,"Not in Labor Force",7,"Informal","Well",1,0,0,4700000,24500000,"Western Cape_Urban",47
8751,"Limpopo","Rural",190,41546.7,5,1,"Not in Labor Force",7,"Informal","Well",1,0,0,5800000,13300000,"Limpopo_Rural",37
8752,"KZN","Urban",46,304259.2,3,1,"Not in Labor Force",4,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",57
8753,"Gauteng","Urban",130,13087.8,2,1,"Unemployed",12,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",67
8754,"KZN","Urban",29,24780.8,4,1,"Employed",10,"Formal","Public_Tap",1,0,0,11500000,24500000,"KZN_Urban",50
8755,"Gauteng","Urban",184,526458.6,3,1,"Not in Labor Force",9,"Formal","Public_Tap",0,0,0,15800000,24500000,"Gauteng_Urban",47
8756,"KZN","Rural",139,39233,6,0,"Not in Labor Force",6,"Formal","Public_Tap",1,0,0,11500000,13300000,"KZN_Rural",52
8757,"Gauteng","Rural",110,364035.6,4,1,"Unemployed",6,"Traditional","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",60
8758,"Western Cape","Urban",42,47414.7,4,1,"Unemployed",7,"Informal","Piped",0,1,0,4700000,24500000,"Western Cape_Urban",54
8759,"KZN","Rural",85,3812,6,0,"Not in Labor Force",14,"Formal","Public_Tap",0,1,0,11500000,13300000,"KZN_Rural",52
8760,"Gauteng","Rural",72,13342.8,6,1,"Not in Labor Force",5,"Informal","Piped",1,1,0,15800000,13300000,"Gauteng_Rural",27
8761,"Limpopo","Rural",35,141919.2,4,1,"Not in Labor Force",15,"Formal","Piped",1,0,0,5800000,13300000,"Limpopo_Rural",43
8762,"Gauteng","Rural",42,7420.8,3,1,"Unemployed",5,"Formal","Piped",0,0,1,15800000,13300000,"Gauteng_Rural",54
8763,"KZN","Rural",11,12057,6,1,"Not in Labor Force",7,"Formal","Piped",0,0,0,11500000,13300000,"KZN_Rural",59
